date,quote_date,period,group,p,pWd,pWs,infl,inflW
100,199605,1988-2022,Top,3644.501660014192,46.38106341578532,30.9034475464044,787.991828492765,.0732220413934404
101,199606,1988-2022,Bottom,1538.613320243855,20.8994574797786,12.91045696016226,494.995272027639,.0473963451328624
101,199606,1988-2022,Middle,2375.201649765173,30.00287787379542,20.06122678563891,618.350355818014,.0573890362877592
101,199606,1988-2022,Top,3636.154986515641,46.30155482484648,30.8332703646253,816.3141876012863,.0699782806070743
102,199607,1988-2022,Bottom,1523.721656141182,20.60493190951335,12.79668923601275,381.1715484771412,.0435655757586725
102,199607,1988-2022,Middle,2344.006661618749,29.92160715317975,19.83499585661533,633.7068529215079,.0656112538945308
102,199607,1988-2022,Top,3476.546663984656,43.91827194441188,29.57553308460047,744.9861672619591,.0683004694882356
103,199608,1988-2022,Bottom,1550.196662612259,21.24003106864984,13.01081333502467,348.5562159000741,.0441272398888183
103,199608,1988-2022,Middle,2424.886654391885,30.70443980403555,20.50204909471601,605.82223034653,.0650798934006692
103,199608,1988-2022,Top,3630.398321285844,46.48501201540542,30.94622107338121,836.5580327163722,.0813570821800719
104,199609,1988-2022,Bottom,1571.478318495055,21.5303881126844,13.16325070676976,368.1212842842797,.0434904669887904
104,199609,1988-2022,Middle,2455.174995491902,30.71282639814308,20.78067855518505,671.3989554341728,.0697200990286812
104,199609,1988-2022,Top,3704.559990500411,47.59491822278748,31.5382336533997,837.1921727181567,.077320058232696
105,199610,1988-2022,Bottom,1575.624990304311,22.02458748656015,13.22284674622157,501.5604988545722,.0520000609395386
105,199610,1988-2022,Middle,2451.634984483322,30.87545657635201,20.76113798924295,621.3550939307121,.0618073977662827
105,199610,1988-2022,Top,3676.116649627686,47.1681875459229,31.31587490717842,848.4253161691109,.0748858844699498
106,199611,1988-2022,Bottom,1618.716656620304,22.42579515408336,13.58547229576895,546.1629816350372,.0557340796848015
106,199611,1988-2022,Middle,2488.376660411557,31.3584719953166,21.1008048656416,633.8673262068672,.0635294244645858
106,199611,1988-2022,Top,3752.713322709004,48.75333048956236,31.99658354163209,888.708129338435,.0785455518408564
107,199612,1988-2022,Bottom,1611.153323342403,22.63850066498465,13.52908424119232,483.3192148003339,.0502097809237512
107,199612,1988-2022,Middle,2520.40998651584,33.06656060759754,21.38397323554576,622.3749492632729,.0634300621564989
107,199612,1988-2022,Top,3808.36999578774,50.19759938582623,32.36332137012505,887.6603841083124,.0769727894389689
108,199701,1988-2022,Bottom,1546.603330180049,21.47299697562509,12.97735829959856,493.5146510392466,.049114137059405
108,199701,1988-2022,Middle,2375.341648037235,30.24342640194421,20.09719287077314,560.7622721591421,.0553871361719303
108,199701,1988-2022,Top,3501.49831750989,45.16932330913065,29.79851545324588,801.6001318469838,.070740434723992
109,199702,1988-2022,Bottom,1551.528321499626,16.83549096551724,13.05726778018288,345.148912020765,.0415384734302885
109,199702,1988-2022,Middle,2374.353318800529,23.89345899175775,20.08336783199532,298.2533612996728,.0344536845861209
109,199702,1988-2022,Top,3696.47333449622,37.28279367263895,31.46592754722709,479.8261193480964,.0451343311316729
110,199703,1988-2022,Bottom,1600.743321364125,17.68771445968499,13.46600107412087,136.8846016916602,.0314632416979445
110,199703,1988-2022,Middle,2508.196661308408,25.30468844162533,21.18468495618436,255.0908032431228,.0374054188335625
110,199703,1988-2022,Top,3875.531651551525,39.05279492924456,32.87553285259734,449.4884951340889,.0484920345112035
111,199704,1988-2022,Bottom,1595.581658884883,17.558083323626,13.46005661339344,199.2991798799873,.0345382202573508
111,199704,1988-2022,Middle,2412.569981088241,24.59001371427439,20.39539734546755,281.4060711389175,.0380964080988614
111,199704,1988-2022,Top,3786.753334596753,38.38274080356738,32.128011050377,487.8846363833873,.0483238236915516
112,199705,1988-2022,Bottom,1578.776652137439,17.1228775451309,13.32207870157436,258.7255916175006,.037116204798546
112,199705,1988-2022,Middle,2391.368326112628,24.40998094827713,20.20226465453743,360.6825882971559,.0402137301167992
112,199705,1988-2022,Top,3770.269986182451,38.44102525431663,32.02335497887785,509.5922767718245,.0481611423387752
113,199706,1988-2022,Bottom,1575.661661371589,17.12220576298811,13.29302341336734,286.3037780004864,.0291792907092561
113,199706,1988-2022,Middle,2402.369985635082,24.56089998868993,20.32570974421105,430.9620687529484,.0435674506575955
113,199706,1988-2022,Top,3742.278322115541,38.08213628017499,31.84911667029762,536.5962207841221,.0469984687053208
114,199707,1988-2022,Bottom,1557.553315440814,17.07863092554423,13.21129038040332,287.8202846739441,.0309129187699
114,199707,1988-2022,Middle,2365.433312748869,23.9054290606097,20.11661236270447,426.439976679103,.0406280157301353
114,199707,1988-2022,Top,3642.088320309917,36.26194441551343,31.11436551357231,542.1816131231026,.0474867030890209
115,199708,1988-2022,Bottom,1575.541654189428,17.25724257874147,13.34012345525358,219.5328193309251,.0235200486721775
115,199708,1988-2022,Middle,2424.181649540862,24.44701965752756,20.60476575117597,291.9777278468246,.0272292652867729
115,199708,1988-2022,Top,3725.319988176227,37.30789918968609,31.84759672176248,410.729436512823,.0361997731630102
116,199709,1988-2022,Bottom,1594.644984240333,17.44009702489711,13.48514643771341,237.8906743764591,.0275961276656783
116,199709,1988-2022,Middle,2444.293325935801,24.47646591399098,20.73381159451674,257.7965495297879,.025297876547692
116,199709,1988-2022,Top,3844.478325600425,38.7788339672455,32.74110879308622,443.0208754454118,.0386906464476245
117,199710,1988-2022,Bottom,1584.27998795112,17.23990111761183,13.39500560046872,272.5257944262315,.0286811583862535
117,199710,1988-2022,Middle,2413.323311835527,24.25109473171566,20.46755001107037,261.8028698139824,.0261374695980976
117,199710,1988-2022,Top,3785.908320188522,38.14562443457544,32.19513459552157,432.3397299748346,.0397109690730323
118,199711,1988-2022,Bottom,1611.248321851094,17.50426261509226,13.6393476621306,225.4596018154795,.0238100794781531
118,199711,1988-2022,Middle,2465.719990452131,24.46114930888871,20.95865667688001,311.7118010063375,.0286391304366305
118,199711,1988-2022,Top,3824.01164679726,38.37090527704762,32.62909148870191,445.9931404223123,.0412717693490473
119,199712,1988-2022,Bottom,1623.821659321586,17.33589826499034,13.78533258167833,241.1779989022762,.0287604668014865
119,199712,1988-2022,Middle,2556.991637577613,25.30469456088031,21.76369755500734,245.638548398468,.0263751514272788
119,199712,1988-2022,Top,4020.181663970152,40.13481999122693,34.27230606532734,412.2323141962018,.0404149414901174
120,199801,1988-2022,Bottom,1539.049986292918,16.71541042474564,13.10706447599417,190.2852887908618,.0289643164593751
120,199801,1988-2022,Middle,2391.698314905167,23.58325575761652,20.3972385020946,255.685448924487,.031856753009644
120,199801,1988-2022,Top,3625.75331411759,36.15626847371459,31.00079405854922,359.6045351868573,.0391087750669499
121,199802,1988-2022,Bottom,1564.784989818931,18.00456896859881,13.27522148092006,262.2275135324647,.028299825903711
121,199802,1988-2022,Middle,2394.119987125198,25.96146886743372,20.37447559898525,319.4256318238331,.0352036266274543
121,199802,1988-2022,Top,3765.801656574011,41.46151247426557,32.20855235756608,359.8867595224874,.03944313203336
122,199803,1988-2022,Bottom,1629.97999655207,18.58670581312617,13.805928838546,277.1614883053796,.0258167388440616
122,199803,1988-2022,Middle,2491.064994335175,27.21656401020785,21.20692523502415,315.2166908820315,.0307841166531186
122,199803,1988-2022,Top,3866.508313447237,43.10008330903171,33.02009609044277,372.9485622485906,.0364566581768789
123,199804,1988-2022,Bottom,1631.706654583414,18.3820489293624,13.87277403238113,209.772886755915,.0196829386120498
123,199804,1988-2022,Middle,2457.093321551879,26.42466413522682,20.96991286067835,282.6506619036081,.0285406656927686
123,199804,1988-2022,Top,3845.081656113267,42.85663954250049,32.89866932190004,333.1729347487756,.035052369784997
124,199805,1988-2022,Bottom,1631.508321578304,18.30302912112287,13.84809900158628,279.574976915804,.0224673427628659
124,199805,1988-2022,Middle,2463.688322777549,26.75823511503404,21.00912759579175,375.3569716180209,.0345791704203672
124,199805,1988-2022,Top,3884.913327818116,43.35278004679518,33.26015681575033,453.8192574536272,.0446131424862794
125,199806,1988-2022,Bottom,1649.793325918416,18.54518859976088,14.0032762021001,198.1058013567235,.0233630914966246
125,199806,1988-2022,Middle,2455.859974881013,26.49955527395165,20.90495901351096,261.5945063201555,.0280682666362964
125,199806,1988-2022,Top,3852.219999045134,42.81343321572058,32.89033745698301,395.7016947553105,.0408639212928392
126,199807,1988-2022,Bottom,1621.418314228455,18.3475224217594,13.82039290581209,183.2062721601687,.0212122889530898
126,199807,1988-2022,Middle,2397.111645832658,26.09895563709627,20.38436591660138,193.1932158321918,.0216579640281414
126,199807,1988-2022,Top,3729.178337484598,41.54473380936543,31.83458528463477,308.3648122454179,.0312719385346914
127,199808,1988-2022,Bottom,1615.436654289563,18.10666555140051,13.76420525079205,240.159194212174,.0238877797026665
127,199808,1988-2022,Middle,2427.841653034091,26.63860258978093,20.71663079371986,297.8374797763536,.0319416370274439
127,199808,1988-2022,Top,3826.131657476226,42.91862668455966,32.817660624855,409.81941120311,.0404189696511613
128,199809,1988-2022,Bottom,1634.714993049701,18.29567184386542,13.86745779655757,244.0642825002821,.0234874302601232
128,199809,1988-2022,Middle,2452.901650990049,26.85939800279448,20.88182393434302,286.6546766347407,.0281820187626636
128,199809,1988-2022,Top,3902.294992670417,43.61350055964431,33.45734891204726,374.6892833078164,.0380655789018647
129,199810,1988-2022,Bottom,1627.501658687989,18.57060408770728,13.81565281193859,183.3331203408306,.0185432686130298
129,199810,1988-2022,Middle,2447.121649811665,26.9239477457401,20.82157267207124,344.0157736671002,.0317134399103149
129,199810,1988-2022,Top,3849.043324569861,43.08193920413032,33.0706451144603,403.1061019340996,.0417086728354737
130,199811,1988-2022,Bottom,1648.888326346874,18.94942420721054,13.99121603154344,182.1716407226631,.0185534705335234
130,199811,1988-2022,Middle,2476.349981198708,27.39628473919583,21.0901765221497,259.8561225740316,.0312191495105102
130,199811,1988-2022,Top,3923.241660778721,43.72203484676235,33.67164059925805,395.8427595707083,.0404004886598652
131,199812,1988-2022,Bottom,1701.321656743685,19.64013275386727,14.43337735646249,270.5323521275811,.0204777239144012
131,199812,1988-2022,Middle,2601.556650762757,29.00460029537014,22.153074284511,383.4696125103316,.0356156314679386
131,199812,1988-2022,Top,4053.056657895446,45.36646931533081,34.76908403155297,443.0340024201238,.0408077587803177
132,199901,1988-2022,Bottom,1583.888323997458,18.54495383631244,13.45393807930911,394.853013024355,.0314712794699972
132,199901,1988-2022,Middle,2394.193323274454,26.77331690331145,20.30723618267803,456.2424803550433,.0409714851270261
132,199901,1988-2022,Top,3796.383317932487,42.44150895241182,32.48813378412645,614.2686602661948,.0551231419910133
133,199902,1988-2022,Bottom,1567.739993299047,17.72589276891085,13.32627434844714,225.1364272844512,.0225376179796513
133,199902,1988-2022,Middle,2422.228316172957,26.46341118722921,20.66783229791811,370.6325879184685,.0376581169162667
133,199902,1988-2022,Top,3901.908329134186,43.40497991353428,33.4681573160536,602.6738616885268,.0526946544164654
134,199903,1988-2022,Bottom,1615.046665002902,18.2851629339566,13.67894569094642,174.5902638804788,.0200836413489469
134,199903,1988-2022,Middle,2495.684984738628,27.46171650046017,21.22006024469253,410.8383353450336,.0400518460398871
134,199903,1988-2022,Top,3997.891654461622,44.44171909442715,34.26681064979251,532.8154067872674,.0483511192802742
135,199904,1988-2022,Bottom,1616.929983834426,18.23164418678304,13.69462418139543,106.9955773445448,.0184378290507254
135,199904,1988-2022,Middle,2476.926654433211,26.8634176410269,21.19235072483328,314.4035000742103,.0403273361948019
135,199904,1988-2022,Top,3934.909655481577,43.74702660174808,33.75252512467947,486.8377810552677,.0466928698853432
136,199905,1988-2022,Bottom,1630.788329020143,18.39342738461952,13.84639759805577,47.41243676592907,.0148166466017301
136,199905,1988-2022,Middle,2527.606651450197,27.21760846245646,21.58648255110408,285.8177875149219,.0349294388457982
136,199905,1988-2022,Top,4018.899979780118,44.87366983319711,34.45296479028184,378.9156142394252,.0371314682470446
137,199906,1988-2022,Bottom,1618.448315232992,18.02027210048982,13.71999489182781,147.7835352086307,.021780607663762
137,199906,1988-2022,Middle,2502.183321282268,26.8060655630931,21.31664151853571,366.3681039140404,.0382657259965148
137,199906,1988-2022,Top,3985.588318342964,44.31087093319123,34.19443458840639,479.5572863401806,.0483709150862902
138,199907,1988-2022,Bottom,1598.399986669421,17.76797694078414,13.54990473875174,166.4708946909135,.0209290429533363
138,199907,1988-2022,Middle,2452.113318428397,26.43480373270965,20.89972855527109,422.0190319726195,.0438115686425154
138,199907,1988-2022,Top,3839.191656748454,42.66903517016908,32.93398715151125,545.5377850157674,.0540178501876956
139,199908,1988-2022,Bottom,1595.448316251238,17.85268571409203,13.53691913279181,183.3144601521781,.0251701399605129
139,199908,1988-2022,Middle,2426.839982410272,26.30466206284473,20.74236055401464,425.3015284838814,.0442507134277624
139,199908,1988-2022,Top,3864.916662057241,43.41798739505854,33.19774931449016,437.0508519452414,.0428415219345955
140,199909,1988-2022,Bottom,1606.788330500324,17.96138657310318,13.55618887936483,150.7087806809674,.0220853118823072
140,199909,1988-2022,Middle,2510.209984123707,26.93129237793619,21.35137923118115,390.5233246696298,.0454745527633615
140,199909,1988-2022,Top,3992.843321248889,44.72664105102498,34.20757356341346,409.51997013035,.0387726529470645
141,199910,1988-2022,Bottom,1602.888333578904,17.8600689030621,13.5568107743214,80.46440833616846,.020352036229383
141,199910,1988-2022,Middle,2458.191646854083,26.62430123385275,20.95571967524787,193.1605218858143,.0314868522378996
141,199910,1988-2022,Top,3928.451662272215,43.8601109845525,33.70467631318024,371.9270180300858,.038886451419188
142,199911,1988-2022,Bottom,1631.426663443446,18.11270098475507,13.77927610278615,71.91121696620637,.0162642259298498
142,199911,1988-2022,Middle,2539.706651965777,27.55058327235747,21.66847762369919,268.5381744289771,.0304897112908786
142,199911,1988-2022,Top,4100.879988148808,46.35396160107727,35.22913452900442,434.6719260977504,.041100347270401
143,199912,1988-2022,Bottom,1665.72666211923,18.55235241231276,14.08415503920696,73.15111734448389,.0200620817525987
143,199912,1988-2022,Middle,2664.056659370661,29.43381136539392,22.64779873059888,204.8620427134059,.0277180724583559
143,199912,1988-2022,Top,4178.129995773236,47.41378635203,35.78657020586737,342.2396941944801,.0349329865453948
144,200001,1988-2022,Bottom,1702.358319411675,16.78541595321925,14.43490137213666,85.67900246513697,.01437955637842
144,200001,1988-2022,Middle,2586.836660752694,25.13909951310294,22.14756382898971,118.528976268135,.0190659765456189
144,200001,1988-2022,Top,4016.143325746059,40.93222773913294,34.49514586929581,224.1414966270289,.0239521093274864
145,200002,1988-2022,Bottom,1728.508317584793,16.88779890545993,14.62859846502639,147.658619544624,.0189956614495562
145,200002,1988-2022,Middle,2631.198323165377,25.56471635474979,22.55454227673181,153.4973620184852,.0220099548430426
145,200002,1988-2022,Top,4178.681674659252,42.71192973951111,35.8604989311328,221.9261420982851,.0236344496260585
146,200003,1988-2022,Bottom,1622.291652147969,16.50894634321837,13.65784962553395,38.90785726459095,.0088065018649862
146,200003,1988-2022,Middle,2591.444988469283,25.59526961762458,22.00605040256535,42.7274475824864,.0099060124327745
146,200003,1988-2022,Top,4192.686665882667,42.86838636778217,35.86378797266904,234.5355579464619,.0268258561195959
147,200004,1988-2022,Bottom,1607.498325472077,16.20722589409949,13.53750488566099,154.2365557863377,.0143418138670957
147,200004,1988-2022,Middle,2544.879989723364,25.04595704673557,21.57872518023457,133.4338902204763,.0129278786931006
147,200004,1988-2022,Top,4115.176674202085,42.02004981578406,35.22749907120791,260.4012793000341,.0276657256988718
148,200005,1988-2022,Bottom,1612.13498998185,16.20243292308684,13.57937797364139,109.497128915973,.0136644188567819
148,200005,1988-2022,Middle,2599.333326727152,25.43104898628856,22.03150816915149,60.68275932047982,.011655969983489
148,200005,1988-2022,Top,4130.396659846107,41.88229069274772,35.34235782448862,245.5241255423365,.0257642622501635
149,200006,1988-2022,Bottom,1710.138327394922,17.13707825389186,14.42687501648228,125.5779253784567,.011076943110235
149,200006,1988-2022,Middle,2695.541660274068,26.70928924821783,22.93617106480815,65.76314849662594,.0102430409046406
149,200006,1988-2022,Top,4294.791668062408,44.30048481512737,36.75805754448326,216.5482002943463,.0210308584516288
150,200007,1988-2022,Bottom,1578.80666038394,15.79889649496181,13.32536895896677,36.93315172859002,.005112636809713
150,200007,1988-2022,Middle,2467.728335196773,24.27086728896635,20.95018426718404,-1.313966070301831,.0054201274729924
150,200007,1988-2022,Top,3994.989998027682,40.52430989263424,34.06780097027271,140.4696713521844,.0216970735865895
151,200008,1988-2022,Bottom,1622.608332956831,16.46176756877685,13.79382216092684,28.48749265734417,.0088173662973835
151,200008,1988-2022,Middle,2551.019988675912,25.30305747303646,21.64766401775705,-50.26582516632819,.0061180471103057
151,200008,1988-2022,Top,4070.764998281995,41.39265605751037,34.93547355052821,176.1456165263856,.0267693033971928
152,200009,1988-2022,Bottom,1631.151654958725,16.65898531326093,13.7646992814213,3.343537882513677,.0059770127323115
152,200009,1988-2022,Middle,2542.09666014711,25.09851088532014,21.6642397823307,-69.53908025558728,.0006788390855187
152,200009,1988-2022,Top,4177.816661084692,42.31574014873089,35.69236943761158,150.048024666224,.0216459945655932
153,200010,1988-2022,Bottom,1593.30499582986,15.95613055415257,13.50698846456847,73.20076961089701,.009341386831655
153,200010,1988-2022,Middle,2466.675001154343,24.01054434416195,21.03283182214363,12.72909305359159,.0042756337997029
153,200010,1988-2022,Top,4042.784993067384,40.71354807820171,34.63299851004073,208.119396004137,.0252893826466808
154,200011,1988-2022,Bottom,1597.213322137793,16.00644893189504,13.56634261848618,49.22533219117516,.0123504485531309
154,200011,1988-2022,Middle,2508.52833224833,24.51430911574668,21.4214041895951,33.9700621610973,.0092452124703944
154,200011,1988-2022,Top,4125.35000184675,41.87368619034532,35.28922674140389,141.77934737066,.0182030066210359
155,200012,1988-2022,Bottom,1635.363328581055,16.36512548144674,13.87792856113811,-60.45434059924446,.0029230356461388
155,200012,1988-2022,Middle,2553.696659867962,25.29620256174045,21.82680624790858,-9.64707435972135,.0071110788311444
155,200012,1988-2022,Top,4211.469996129473,43.10593445558334,36.14302661955784,195.6062698804696,.0262609176697879
156,200101,1988-2022,Bottom,1576.014994104703,15.06666714943518,13.43572617212097,-81.74582365124176,.0029303888847304
156,200101,1988-2022,Middle,2380.678324744105,22.56033625304311,20.43265808791815,34.42239734188964,.013946090595482
156,200101,1988-2022,Top,3947.055012399951,38.63016849820269,33.96821459102406,245.426964713018,.0302081238542466
157,200102,1988-2022,Bottom,1567.343331659834,14.36419834513799,13.3390820127291,29.69616159098223,.0150750982829777
157,200102,1988-2022,Middle,2410.85498564442,21.43922950622315,20.64903584798837,41.20558423067754,.0169548143057909
157,200102,1988-2022,Top,3952.921665623784,35.51694111021546,34.18345407062831,206.7664191073466,.0318652857240901
158,200103,1988-2022,Bottom,1602.156673317154,14.69334358984876,13.65257149267321,233.328545067828,.0285343295185498
158,200103,1988-2022,Middle,2490.813326016068,21.97059946796314,21.27469187948736,169.6489422329857,.0234269761892752
158,200103,1988-2022,Top,4065.193325186769,36.35291783005232,35.12893208047414,334.3066628692516,.0383311010049283
159,200104,1988-2022,Bottom,1577.463336497545,14.49537261958661,13.46883120577938,169.5602143823635,.0206234510809888
159,200104,1988-2022,Middle,2455.979997903109,21.74627547996351,21.03749431554267,174.7723228560062,.0224201382980596
159,200104,1988-2022,Top,3990.726654991508,35.6953814420267,34.51310326192955,259.7773855382305,.0319760442172689
160,200105,1988-2022,Bottom,1581.663330793381,14.51720800546658,13.50391519264667,230.4428486405717,.0214231592140095
160,200105,1988-2022,Middle,2469.969987899065,22.16681072220672,21.11080945488841,302.2732506826287,.0244027074061819
160,200105,1988-2022,Top,4081.078327044845,36.47540553284731,35.14826858589853,396.1787806998473,.0376201715621013
161,200106,1988-2022,Bottom,1592.458325778445,14.65257075197102,13.6669714730524,158.1284839834552,.0220195179155477
161,200106,1988-2022,Middle,2529.343321467439,22.43598547870836,21.70422955019361,299.4388304078408,.0318478923434024
161,200106,1988-2022,Top,4147.221661691864,36.86784801845594,35.75217011286683,350.9738142223796,.0346963191191586
162,200107,1988-2022,Bottom,1561.13666985929,14.48021527602881,13.43819019528261,41.72928113063487,.015406146688747
162,200107,1988-2022,Middle,2378.631657327215,21.42925802187528,20.42362966639727,134.8450034784037,.0188188000067839
162,200107,1988-2022,Top,3905.718338285883,35.12825916560056,33.77414440490733,263.2698831993063,.0320812609023449
163,200108,1988-2022,Bottom,1554.403324758013,14.34487600339344,13.37903606078665,195.463175031667,.0202299628401761
163,200108,1988-2022,Middle,2401.353322863579,21.59996592544485,20.62472298748132,248.1969566710177,.0264411381337482
163,200108,1988-2022,Top,3956.574997400244,35.64387468103087,34.12714806353324,358.3245258477594,.0369557286563615
164,200109,1988-2022,Bottom,1570.386664956808,14.44119790946328,13.51954112628785,284.2164497764315,.031190106556096
164,200109,1988-2022,Middle,2455.669994195302,21.87087802810129,21.09104649945705,295.1356049268118,.0282104353273667
164,200109,1988-2022,Top,4091.143331026038,36.65417369812106,35.32564782094172,385.7412372696369,.0412177926422146
165,200110,1988-2022,Bottom,1584.725000292063,14.63241159491978,13.62891663524594,187.3865429525419,.0210624374215058
165,200110,1988-2022,Middle,2447.438325494528,21.89070854324382,21.05985552592513,294.5507683204293,.0323659825620553
165,200110,1988-2022,Top,4042.926662161946,36.29610217760395,34.88426295472891,313.7007276724034,.0315513447343676
166,200111,1988-2022,Bottom,1576.548328419526,14.48338359283904,13.55704735178733,171.7975554987788,.0207290104732844
166,200111,1988-2022,Middle,2500.444994399945,22.12651269170844,21.42623508529505,167.4118808771406,.0240099542486973
166,200111,1988-2022,Top,4116.986664488912,36.75761516879235,35.41270491774776,312.2250511378904,.0368712049872973
167,200112,1988-2022,Bottom,1615.483334600925,15.01101732810882,13.93578802243186,395.7355527304268,.0377043278127
167,200112,1988-2022,Middle,2604.423327500621,23.39636022050399,22.38828180351993,297.8007938067701,.0293813086860837
167,200112,1988-2022,Top,4287.663335566719,38.27190716324063,36.94645940003102,349.0940946622383,.0336049931355925
168,200201,1988-2022,Bottom,1534.28166757524,12.44665024796268,13.23348667365887,454.637386209409,.0325904652340038
168,200201,1988-2022,Middle,2451.226653307676,18.8980404874698,21.00822457839968,390.1135674488614,.0281966834159941
168,200201,1988-2022,Top,4004.676664387187,31.10525739889514,34.53085253070458,450.0424579329168,.0392351100843674
169,200202,1988-2022,Bottom,1556.10833766063,13.02736887544355,13.44141734825098,217.5268666488895,.0189147213474901
169,200202,1988-2022,Middle,2469.613321517905,19.2766828899815,21.23500735956865,366.6265792349198,.0258850985250092
169,200202,1988-2022,Top,4123.75165946285,32.4238015479447,35.53403623961882,474.2813271906925,.0403349742105092
170,200203,1988-2022,Bottom,1569.535008534789,13.08675759007262,13.50877141105593,171.6822028916795,.0124138645039314
170,200203,1988-2022,Middle,2519.089984903733,19.57329032965936,21.6073929312018,300.9376886868267,.0215563887115214
170,200203,1988-2022,Top,4206.621663103501,32.86656746489462,36.2277334802881,424.6617172694338,.0342365278741947
171,200204,1988-2022,Bottom,1543.971658885479,12.75315375893842,13.28268853240297,73.17372819913241,.0091148315858618
171,200204,1988-2022,Middle,2478.303318992257,19.25602176001606,21.30865616999411,228.3161518775159,.0207813523035535
171,200204,1988-2022,Top,4112.336670254667,32.09170351012532,35.35530947359317,369.5614962205582,.0311595623613433
172,200205,1988-2022,Bottom,1539.001670365532,12.74141367121289,13.31239814336489,10.56658829523561,.008327524758594
172,200205,1988-2022,Middle,2501.666656767329,19.33254871994723,21.52941899659345,150.9105545449226,.0178030262928057
172,200205,1988-2022,Top,4175.418320834637,32.72074900206644,35.85757161247117,247.7580373126936,.0247826350299457
173,200206,1988-2022,Bottom,1532.609997063875,12.69073897255779,13.25790293910541,-25.662043975899,.0053124778637918
173,200206,1988-2022,Middle,2471.864987860123,19.34202295372961,21.23227494203214,147.5982781499624,.0164915291530482
173,200206,1988-2022,Top,4134.803331787388,32.16580700175837,35.40327691384785,231.3787389435068,.0241258987955651
174,200207,1988-2022,Bottom,1545.323328201969,12.63329634338152,13.3312117382593,162.4590813405424,.0136901832484379
174,200207,1988-2022,Middle,2450.159982035557,19.05185619807647,20.98439878051674,236.4243689565531,.0174272411489748
174,200207,1988-2022,Top,3976.51500154535,31.03401196616081,33.92741642536324,319.2402164888335,.0221719896985254
175,200208,1988-2022,Bottom,1534.019997109969,12.73382535437122,13.26213247320266,80.75670394658421,.0150018871313478
175,200208,1988-2022,Middle,2465.304986645778,19.35041733138496,21.16041220063926,250.2511853846954,.0212177295384966
175,200208,1988-2022,Top,4046.618335167567,31.45614600837386,34.72739035022096,286.5523385332684,.0259069458846852
176,200209,1988-2022,Bottom,1555.321662833293,12.86016606895525,13.41840490005173,31.17231250422871,.0065424149734952
176,200209,1988-2022,Middle,2507.38498544693,19.73957428144058,21.52452384780433,270.1870449551886,.0238916802029128
176,200209,1988-2022,Top,4143.523332794507,32.51092717862533,35.58629946654158,283.806758846913,.022872945741445
177,200210,1988-2022,Bottom,1564.746662691236,12.90668297376639,13.54245135644063,60.53862970438786,.0138490974770396
177,200210,1988-2022,Middle,2488.343318020304,19.56755144901884,21.3654513087143,214.4491417294679,.0168650259244411
177,200210,1988-2022,Top,4025.608340114355,31.8097624995086,34.39845553883546,318.2305031004944,.0245623339178943
178,200211,1988-2022,Bottom,1536.381670152148,12.8430956962693,13.29162981902482,78.56234686854198,.0122913341771114
178,200211,1988-2022,Middle,2481.849991520246,19.41912480059545,21.26686979598405,265.5061788825108,.0150724780834317
178,200211,1988-2022,Top,4094.426672925552,32.1910735963999,34.9528474205193,313.0519599459755,.0212721943483984
179,200212,1988-2022,Bottom,1560.555001492302,12.99568635413501,13.52364775446282,-32.59868946042843,.0057404792211552
179,200212,1988-2022,Middle,2580.119985749324,20.32237493708574,22.2018023224955,205.0106247838509,.017729463910958
179,200212,1988-2022,Top,4246.220000098149,33.2089358001443,36.42998284571998,232.0243142533097,.0188005744333471
180,200301,1988-2022,Bottom,1502.641667639216,12.49842283446924,12.95977571039111,-99.97923107536432,.0003448598317846
180,200301,1988-2022,Middle,2459.743320266406,19.33132356593463,21.1468333354084,158.9485042291926,.0199028865712497
180,200301,1988-2022,Top,3958.594997902711,30.70591689042825,33.93792992610057,154.8014035749171,.0144061955013512
181,200302,1988-2022,Bottom,1509.656666363279,13.0767168206803,13.04358193457301,131.8254177337318,.0161422801605416
181,200302,1988-2022,Middle,2469.336659128467,20.06686757557327,21.25319488305831,335.5261469230754,.029386654901297
181,200302,1988-2022,Top,4155.606679052114,33.08201430920357,35.78719489883709,367.4249944606951,.038702818302473
182,200303,1988-2022,Bottom,1511.385010302067,12.98286946582569,13.07359326427104,89.58839764430498,.017582698752373
182,200303,1988-2022,Middle,2534.751655861735,20.77839050837792,21.73646015664174,312.1010337303839,.0279299967434667
182,200303,1988-2022,Top,4318.876663933198,34.5137771537217,37.25066564095323,340.9548093472646,.0384576650326191
183,200304,1988-2022,Bottom,1482.398331776261,13.01295282646121,12.80806427774951,356.957268951616,.0384535836985075
183,200304,1988-2022,Middle,2501.371653283636,20.63070716505172,21.49057696484185,540.6588411065362,.045035313776566
183,200304,1988-2022,Top,4183.270002424717,33.70950272625002,36.08588081708876,557.9232640246724,.0592689023638968
184,200305,1988-2022,Bottom,1524.809992462397,13.19258585447096,13.14066085549227,353.7560929980827,.0357101746514369
184,200305,1988-2022,Middle,2575.12498995165,21.24653075811996,22.07241240349443,529.4627420395651,.0496441172950692
184,200305,1988-2022,Top,4295.856671988964,34.51688298947798,37.10307484316096,538.5236409703793,.0587889335293047
185,200306,1988-2022,Bottom,1521.890000338356,13.17444423525012,13.15117812334211,339.3488188657405,.0390035565322175
185,200306,1988-2022,Middle,2542.454991544286,20.85981859385113,21.83982137027973,527.3487227052101,.0487969578041998
