date,quote_date,period,group,p,pWd,pWs,infl,inflW
119,199712,1988-2022,Middle,2367.837470106781,23.51091957840254,20.11338112779777,181.1640197352972,.0210231919432999
119,199712,1988-2022,Top,3390.184988548358,33.57214288654117,28.98877665304947,381.2890148018293,.0392018367540838
120,199801,1988-2022,,4347.759995624423,43.75811046536546,36.84446254691284,354.6085879221209,.0344131542150876
120,199801,1988-2022,Bottom,1539.049986292918,16.71541042474564,13.10706447599417,190.2852887908618,.0289643164593751
120,199801,1988-2022,Middle,2239.892476908863,22.25708555383608,19.05882902900339,245.7038159715012,.0310840968171533
120,199801,1988-2022,Top,3074.936645875374,30.31543037365191,26.41065902567061,333.2845774896365,.0387717454601291
121,199802,1988-2022,,4577.629995539784,51.4346983517753,38.95813104769331,325.5599648255156,.0378094932759723
121,199802,1988-2022,Bottom,1564.784989818931,18.00456896859881,13.27522148092006,262.2275135324647,.028299825903711
121,199802,1988-2022,Middle,2237.217489928007,24.10632102386444,18.99817252307548,326.9167993901647,.035012563923658
121,199802,1988-2022,Top,3142.566651900609,34.20720120853124,26.9315359252699,352.8478701443722,.0387018849530515
122,199803,1988-2022,,4568.839990273118,52.05283457261976,38.90485459534102,284.1984183993191,.028624712833107
122,199803,1988-2022,Bottom,1629.97999655207,18.58670581312617,13.805928838546,277.1614883053796,.0258167388440616
122,199803,1988-2022,Middle,2329.909993618727,25.47628335887566,19.77849917064304,328.898012128775,.0322889495511163
122,199803,1988-2022,Top,3281.353315278888,35.98151355578253,28.07307034659122,374.1671055783324,.0361732375182176
123,199804,1988-2022,,4578.674972295761,52.03301899612416,39.0892185208213,311.5070807078155,.0310108675523679
123,199804,1988-2022,Bottom,1631.706654583414,18.3820489293624,13.87277403238113,209.772886755915,.0196829386120498
123,199804,1988-2022,Middle,2290.167486608028,24.52582719127531,19.52457084428897,290.5796891442151,.0292863333540367
123,199804,1988-2022,Top,3249.17166249454,35.58641255150238,27.82246211277864,318.2681103203019,.0337318573909518
124,199805,1988-2022,,4629.924991220236,52.77528069599066,39.59519618286868,416.223480226472,.0423045359593743
124,199805,1988-2022,Bottom,1631.508321578304,18.30302912112287,13.84809900158628,279.574976915804,.0224673427628659
124,199805,1988-2022,Middle,2313.289988286793,24.87261810150812,19.69179487261135,397.5098144321237,.0370577468637521
124,199805,1988-2022,Top,3263.099994664391,35.93750952882692,27.94302243551162,425.4285260414084,.0403856363443538
125,199806,1988-2022,,4610.629994452,52.22103414859157,39.37647300274693,331.3206435472239,.0372546966264053
125,199806,1988-2022,Bottom,1649.793325918416,18.54518859976088,14.0032762021001,198.1058013567235,.0233630914966246
125,199806,1988-2022,Middle,2305.679972164333,24.79853177344194,19.61246158913855,269.675344285497,.0286943571631468
125,199806,1988-2022,Top,3234.083327665925,35.37362259118041,27.59483107681929,367.0724237027268,.0373843842782359
126,199807,1988-2022,,4497.500023066998,51.43528964160942,38.51474234895431,291.4290791406529,.031213766426788
126,199807,1988-2022,Bottom,1621.418314228455,18.3475224217594,13.82039290581209,183.2062721601687,.0212122889530898
126,199807,1988-2022,Middle,2275.274978756905,24.53716303149122,19.36586565685138,179.1761049738852,.0217578193629606
126,199807,1988-2022,Top,3110.273323123654,34.14048421159774,26.47012664701712,284.9642650481352,.0280201008452631
127,199808,1988-2022,,4549.539993196726,52.12364690570394,39.07631917743129,375.9359431627672,.0423646026451934
127,199808,1988-2022,Bottom,1615.436654289563,18.10666555140051,13.76420525079205,240.159194212174,.0238877797026665
127,199808,1988-2022,Middle,2305.04998730123,25.15687053053989,19.67112440485653,273.7138958691503,.0313082246211138
127,199808,1988-2022,Top,3200.759987910589,35.41143328541269,27.39476875619342,399.8689793457743,.0373669227161315
128,199809,1988-2022,,4641.394999593496,52.67653408175102,39.77451014055987,298.7482391559752,.0351594409816016
128,199809,1988-2022,Bottom,1634.714993049701,18.29567184386542,13.86745779655757,244.0642825002821,.0234874302601232
128,199809,1988-2022,Middle,2324.507480017841,25.39261169350357,19.80890635625838,302.3184600198874,.0317186781843475
128,199809,1988-2022,Top,3258.393323784073,35.98564607285274,27.87506522869808,360.2155735439737,.0333819985477627
129,199810,1988-2022,,4547.0449680686,51.94106689689215,39.15745123688248,316.7821753449971,.0370782092497848
129,199810,1988-2022,Bottom,1627.501658687989,18.57060408770728,13.81565281193859,183.3331203408306,.0185432686130298
129,199810,1988-2022,Middle,2332.559979520738,25.64701066398993,19.86462064661464,357.0055786229204,.0335150230664567
129,199810,1988-2022,Top,3225.443332011501,35.59419087491309,27.59665360982763,403.5240980709204,.0387193609515558
130,199811,1988-2022,,4673.790004104376,53.0314002436935,40.05705662354012,330.0331560792984,.0321456338825215
130,199811,1988-2022,Bottom,1648.888326346874,18.94942420721054,13.99121603154344,182.1716407226631,.0185534705335234
130,199811,1988-2022,Middle,2326.39748493582,25.53736926396959,19.84597947941074,237.9411775065819,.0299178041999539
130,199811,1988-2022,Top,3290.729983985424,36.41627332874729,28.17881192728722,387.0603784472526,.0409592240762322
131,199812,1988-2022,,4703.004987627268,53.01566536701284,40.20696270818007,333.850032040209,.0306926731605586
131,199812,1988-2022,Bottom,1701.321656743685,19.64013275386727,14.43337735646249,270.5323521275811,.0204777239144012
131,199812,1988-2022,Middle,2427.739988073707,27.21889620530419,20.71387380801752,372.056285184226,.036418937674739
131,199812,1988-2022,Top,3468.451654066642,38.55325035149387,29.71058820799226,467.1827474609017,.0419132074115775
132,199901,1988-2022,,4535.749987453222,51.7302374803694,38.73834648609045,643.3380485977978,.060794151686423
132,199901,1988-2022,Bottom,1583.888323997458,18.54495383631244,13.45393807930911,394.853013024355,.0314712794699972
132,199901,1988-2022,Middle,2246.432483769953,25.31682901130989,19.05290930849878,435.4678323928965,.0398288332410175
132,199901,1988-2022,Top,3181.038322875897,35.09352735472688,27.18064826577514,565.7532361600412,.0492773543952202
133,199902,1988-2022,,4582.704995080829,52.17391269287327,39.20804701151792,648.28321566456,.0561748009949952
133,199902,1988-2022,Bottom,1567.739993299047,17.72589276891085,13.32627434844714,225.1364272844512,.0225376179796513
133,199902,1988-2022,Middle,2263.527474865317,24.8661654748721,19.33105266034545,363.9580258532078,.0372754460225906
133,199902,1988-2022,Top,3287.549997036656,35.899643219891,28.17927216990211,514.5733604833367,.04677754031934
134,199903,1988-2022,,4633.459984615445,52.65825629007304,39.57043880864512,561.7959877999965,.0469334850367886
134,199903,1988-2022,Bottom,1615.046665002902,18.2851629339566,13.67894569094642,174.5902638804788,.0200836413489469
134,199903,1988-2022,Middle,2331.744981765747,25.44983115338255,19.804704040449,407.6270031233435,.040066172987963
134,199903,1988-2022,Top,3394.59332315127,37.38412939594127,29.09358859797067,484.6370774500732,.0460476883159231
135,199904,1988-2022,,4621.799993976951,52.25805317511549,39.49420889059547,554.5525176989031,.0496816016778894
135,199904,1988-2022,Bottom,1616.929983834426,18.23164418678304,13.69462418139543,106.9955773445448,.0184378290507254
135,199904,1988-2022,Middle,2324.284985914826,25.14211363135837,19.87221786870214,317.4884941225173,.0412520188355074
135,199904,1988-2022,Top,3321.712987979253,36.4296840968309,28.53199430684617,404.7314458148321,.042958326297177
136,199905,1988-2022,,4749.859993770719,54.1342766507878,40.6293662545504,482.5632464271621,.042443230443439
136,199905,1988-2022,Bottom,1630.788329020143,18.39342738461952,13.84639759805577,47.41243676592907,.0148166466017301
136,199905,1988-2022,Middle,2355.687486484647,25.2177685360366,20.15066548461618,273.1642010141513,.035926252604753
136,199905,1988-2022,Top,3392.761642316977,37.23467372136656,29.06254826679166,321.7695189358589,.0339623285418611
137,199906,1988-2022,,4629.434988424182,52.55844586220337,39.65828312304802,570.0246075706673,.0523916707742274
137,199906,1988-2022,Bottom,1618.448315232992,18.02027210048982,13.71999489182781,147.7835352086307,.021780607663762
137,199906,1988-2022,Middle,2368.639984473586,25.09985967673128,20.18504390442104,356.3926493690815,.0384426967734726
137,199906,1988-2022,Top,3365.533320501447,36.86421475772901,28.83495246297874,418.3220881512777,.0435442863090808
138,199907,1988-2022,,4497.564984574914,51.23109345935518,38.6490107489517,644.713459443301,.0633382676605834
138,199907,1988-2022,Bottom,1598.399986669421,17.76797694078414,13.54990473875174,166.4708946909135,.0209290429533363
138,199907,1988-2022,Middle,2331.344980090857,24.87883940708707,19.89794760472432,446.9088656107488,.0450524695689865
138,199907,1988-2022,Top,3237.886660257975,35.44091481170229,27.68541372064889,454.7130867667875,.0466816832306923
139,199908,1988-2022,,4541.329990312457,51.79917230206775,38.9394110328285,519.7692898742389,.0479820176609564
139,199908,1988-2022,Bottom,1595.448316251238,17.85268571409203,13.53691913279181,183.3144601521781,.0251701399605129
139,199908,1988-2022,Middle,2295.687480546534,24.72847160574747,19.65692462540756,453.9772602387529,.0460799733489807
139,199908,1988-2022,Top,3247.521660665671,35.97061095338237,27.85568977395694,386.444443645208,.0403782472427186
140,199909,1988-2022,,4662.734987169504,53.05669668008341,39.86026493017562,482.1134460289613,.0395728804806481
140,199909,1988-2022,Bottom,1606.788330500324,17.96138657310318,13.55618887936483,150.7087806809674,.0220853118823072
140,199909,1988-2022,Middle,2373.927476264536,25.47069179284154,20.19511022984807,386.9509298463527,.0447971874817483
140,199909,1988-2022,Top,3366.189992139737,36.99190667370567,28.80879099797069,381.3715262260909,.0411914538957111
141,199910,1988-2022,,4636.769990995526,52.62896188226296,39.74556876055431,500.3420807232033,.0472836940866301
141,199910,1988-2022,Bottom,1602.888333578904,17.8600689030621,13.5568107743214,80.46440833616846,.020352036229383
141,199910,1988-2022,Middle,2330.469977013767,25.09620975624421,19.89193638703728,185.9287973998107,.0312308466490805
141,199910,1988-2022,Top,3287.406660785278,36.21061842015479,28.15058214355183,274.3543147416252,.0337915078621573
142,199911,1988-2022,,4865.319984614849,56.44135122164153,41.70293984096497,591.2354407744715,.0547637991085139
142,199911,1988-2022,Bottom,1631.426663443446,18.11270098475507,13.77927610278615,71.91121696620637,.0162642259298498
142,199911,1988-2022,Middle,2379.584980838001,25.748893372569,20.30071193612093,244.7071702408721,.0300851365435904
142,199911,1988-2022,Top,3432.423324684302,37.92483221784156,29.46282424830133,342.9935067746555,.0332787011627147
143,199912,1988-2022,,4932.704999491572,56.68562422145624,42.05724325415213,527.0263667101972,.0498909503958203
143,199912,1988-2022,Bottom,1665.72666211923,18.55235241231276,14.08415503920696,73.15111734448389,.0200620817525987
143,199912,1988-2022,Middle,2468.954998783767,27.22082988385228,21.01551965290128,170.7897453743499,.0245290693966354
143,199912,1988-2022,Top,3551.981656124195,39.805169721037,30.40494141648135,257.5664510882537,.0296680292740537
144,200001,1988-2022,,4773.350002035499,49.59983256680425,40.87748414115049,348.6182031512726,.0326884230062205
144,200001,1988-2022,Bottom,1702.358319411675,16.78541595321925,14.43490137213666,85.67900246513697,.01437955637842
144,200001,1988-2022,Middle,2396.357489340007,23.24070678735734,20.48593576277199,96.86273594852537,.0166540342479493
144,200001,1988-2022,Top,3414.291659593582,34.04424520506291,29.3595911427207,161.8892478790561,.021019255372399
145,200002,1988-2022,,5070.130000993609,53.03736734692939,43.32815793179907,395.7979837141465,.0355694342097195
145,200002,1988-2022,Bottom,1728.508317584793,16.88779890545993,14.62859846502639,147.658619544624,.0189956614495562
145,200002,1988-2022,Middle,2453.967489510775,23.80446786666289,20.99026187868003,148.3235928055365,.0215052464046721
145,200002,1988-2022,Top,3483.858337819576,34.72787840084251,29.9788139781449,144.6084476750305,.0194510954627466
146,200003,1988-2022,,5073.994994059205,52.46801337087527,43.27496149460785,430.8851844398305,.0461697209143495
146,200003,1988-2022,Bottom,1622.291652147969,16.50894634321837,13.65784962553395,38.90785726459095,.0088065018649862
146,200003,1988-2022,Middle,2386.209988616407,23.60309787798906,20.27255939637689,39.3171593954321,.0100361788732926
146,200003,1988-2022,Top,3501.993330587944,35.23891960978896,29.92981161278052,107.4231711187167,.0146511756653922
147,200004,1988-2022,,5020.94000133872,52.52362566319061,42.86366297374479,414.654362721194,.0431556242269266
147,200004,1988-2022,Bottom,1607.498325472077,16.20722589409949,13.53750488566099,154.2365557863377,.0143418138670957
147,200004,1988-2022,Middle,2360.284991577268,23.23806895350572,20.0250145930695,103.0151953746099,.0099143865268729
147,200004,1988-2022,Top,3412.886669094364,34.06608567245227,29.16832686481454,186.9402516970391,.0195988052984148
148,200005,1988-2022,,4949.654990822077,51.04493385873502,42.18868610286154,348.9829752361402,.0332218229472119
148,200005,1988-2022,Bottom,1612.13498998185,16.20243292308684,13.57937797364139,109.497128915973,.0136644188567819
148,200005,1988-2022,Middle,2401.964995093644,23.65526479849359,20.40666873058217,56.35743909951998,.0095596683438828
148,200005,1988-2022,Top,3478.534992903471,34.52818519379556,29.70652480563149,152.3076003844229,.0199731790219933
149,200006,1988-2022,,5147.11500158906,53.70127240667352,43.95013468980324,379.7149102909316,.0342423961706402
149,200006,1988-2022,Bottom,1710.138327394922,17.13707825389186,14.42687501648228,125.5779253784567,.011076943110235
149,200006,1988-2022,Middle,2485.094994157553,24.57719775725855,21.13163244588213,34.68552078993525,.0071662245132131
149,200006,1988-2022,Top,3617.898331701756,36.72455142294833,30.95642874876891,132.6160315007049,.0150822842905806
150,200007,1988-2022,,4844.100001811981,50.16999566787854,41.28552509343717,279.9945818260312,.0301479932926441
150,200007,1988-2022,Bottom,1578.80666038394,15.79889649496181,13.32536895896677,36.93315172859002,.005112636809713
150,200007,1988-2022,Middle,2273.302496567369,22.55183493642835,19.31334513930051,-84.17419199540745,-.0030425275127755
150,200007,1988-2022,Top,3332.483334908883,33.03728866802218,28.38058011344401,101.9403060034771,.0190962216372175
151,200008,1988-2022,,4898.264995247126,50.31016039545648,42.03689219686203,310.9835652387119,.0384257121360463
151,200008,1988-2022,Bottom,1622.608332956831,16.46176756877685,13.79382216092684,28.48749265734417,.0088173662973835
151,200008,1988-2022,Middle,2353.909987911582,23.55992480600253,19.99095077487436,-122.1305271261372,-.0015721285003281
151,200008,1988-2022,Top,3419.756663267811,34.21904352805965,29.24353965274834,103.6389543645782,.0211268654623685
152,200009,1988-2022,,5027.029992640018,51.97680594283156,42.96846318931784,322.4169405933935,.037666591293771
152,200009,1988-2022,Bottom,1631.151654958725,16.65898531326093,13.7646992814213,3.343537882513677,.0059770127323115
152,200009,1988-2022,Middle,2346.61499466002,23.24284731125226,20.00933478496881,-105.8045558718732,-.0043832372354018
152,200009,1988-2022,Top,3479.82666057845,34.59341751227233,29.69423163352379,43.57300146075431,.0126914613767894
153,200010,1988-2022,,4926.439995765686,50.25931032240624,42.17345187882893,446.4330049828277,.0488392666801474
153,200010,1988-2022,Bottom,1593.30499582986,15.95613055415257,13.50698846456847,73.20076961089701,.009341386831655
153,200010,1988-2022,Middle,2287.600002944469,22.37495431661955,19.51903412057436,-42.30755299431621,-.0010454910071047
153,200010,1988-2022,Top,3342.246660336852,33.05435277048188,28.59532362552515,100.2425227263302,.013982254891071
154,200011,1988-2022,,5038.49499464035,51.51886037905933,43.04140492517035,351.9056936042034,.0371049680826445
154,200011,1988-2022,Bottom,1597.213322137793,16.00644893189504,13.56634261848618,49.22533219117516,.0123504485531309
154,200011,1988-2022,Middle,2320.259999550879,22.80877541666268,19.82033805406536,5.694408714771271,.0051784624500328
154,200011,1988-2022,Top,3407.540002847711,34.00919156863043,29.14993725323196,54.65123918717533,.0116275880971936
155,200012,1988-2022,,5147.135002225637,52.59477212128695,44.08812298090197,438.1681012950139,.0505815293807359
155,200012,1988-2022,Bottom,1635.363328581055,16.36512548144674,13.87792856113811,-60.45434059924446,.0029230356461388
155,200012,1988-2022,Middle,2388.177491642535,23.4867853942269,20.41298428577284,-1.018068963458063,.0061773312774562
155,200012,1988-2022,Top,3457.336660827199,35.21268938074354,29.6651356833172,40.58187439804897,.0123932658557161
156,200101,1988-2022,,4866.844994276762,48.32842375634937,41.76966865244322,438.2299555523787,.0482147060474745
156,200101,1988-2022,Bottom,1576.014994104703,15.06666714943518,13.43572617212097,-81.74582365124176,.0029303888847304
156,200101,1988-2022,Middle,2241.482493586838,21.10327861312544,19.23506054247264,-11.39730544819031,.0086168096268011
156,200101,1988-2022,Top,3211.130009993911,31.01217775704572,27.65427609981271,141.3709138362416,.0223381060160364
157,200102,1988-2022,,4798.565017968416,43.36186873639235,41.51403135003056,410.5236773335491,.0556015655046167
157,200102,1988-2022,Bottom,1567.343331659834,14.36419834513799,13.3390820127291,29.69616159098223,.0150750982829777
157,200102,1988-2022,Middle,2269.882478028536,20.06954765951377,19.42905862088082,18.0397931690095,.0159207773035632
157,200102,1988-2022,Top,3250.999993259708,29.12251593129865,28.04177372135261,99.10424878083479,.0196723933259667
158,200103,1988-2022,,4911.73998606205,43.89031083713053,42.52025566823431,586.8184956110781,.0648713610635241
158,200103,1988-2022,Bottom,1602.156673317154,14.69334358984876,13.65257149267321,233.328545067828,.0285343295185498
158,200103,1988-2022,Middle,2316.602489568293,20.45660260191653,19.77227398502873,135.8113306356245,.0195581941392362
158,200103,1988-2022,Top,3374.358329469959,30.05567861769426,29.04868941386424,217.8085528081283,.0270954940802047
159,200104,1988-2022,,4868.194985032082,43.56093479291303,42.11561197639094,374.2412337727728,.0465853408593375
159,200104,1988-2022,Bottom,1577.463336497545,14.49537261958661,13.46883120577938,169.5602143823635,.0206234510809888
159,200104,1988-2022,Middle,2298.035000815988,20.35725466450094,19.6571513460658,150.3664584233775,.0209326011715518
159,200104,1988-2022,Top,3291.951657339931,29.34984221468524,28.4072926879647,209.5583248543941,.0249126681145147
160,200105,1988-2022,,4946.12499037385,44.34323370445054,42.6916080781084,516.5359737948165,.0542907287756407
160,200105,1988-2022,Bottom,1581.663330793381,14.51720800546658,13.50391519264667,230.4428486405717,.0214231592140095
160,200105,1988-2022,Middle,2329.434982724488,20.70202776213409,19.88173398782965,293.4274432205711,.0229304870447038
160,200105,1988-2022,Top,3349.383329669634,30.05978651214779,28.77405268953104,330.6550779704897,.0286389780132671
161,200106,1988-2022,,5079.554994493723,44.96900706872111,43.81332643915084,400.9438188397326,.0443301692102978
161,200106,1988-2022,Bottom,1592.458325778445,14.65257075197102,13.6669714730524,158.1284839834552,.0220195179155477
161,200106,1988-2022,Middle,2362.172490663826,20.98985213320702,20.25713983754395,229.4967431123951,.0258458161959823
161,200106,1988-2022,Top,3408.598324552178,30.32092971878592,29.34719762498086,363.7668762753795,.0345369442618069
162,200107,1988-2022,,4757.970000356436,43.01665328710806,41.13097243887023,285.093755624257,.0362566622980012
162,200107,1988-2022,Bottom,1561.13666985929,14.48021527602881,13.43819019528261,41.72928113063487,.015406146688747
162,200107,1988-2022,Middle,2234.262486197054,20.10130254062824,19.16704600155936,143.1655804677575,.018921322312508
162,200107,1988-2022,Top,3208.851671362916,28.817764398021,27.70941925730828,207.6399144911193,.0262002919347897
163,200108,1988-2022,,4897.4549921453,44.09707115439232,42.45183918593102,453.3082455105614,.0474414852233167
163,200108,1988-2022,Bottom,1554.403324758013,14.34487600339344,13.37903606078665,195.463175031667,.0202299628401761
163,200108,1988-2022,Middle,2259.107490241528,20.22286632319447,19.38749899537652,247.4947721777426,.0257658950306165
163,200108,1988-2022,Top,3219.371662721038,29.0629060062153,27.67625865878654,290.4222192300949,.030405775028593
164,200109,1988-2022,,4963.664997905493,44.84232758486178,42.96648882285808,502.9175915929954,.0563561075725829
164,200109,1988-2022,Bottom,1570.386664956808,14.44119790946328,13.51954112628785,284.2164497764315,.031190106556096
164,200109,1988-2022,Middle,2258.482489787042,20.23742084798869,19.41416441975161,280.8537769553368,.0268199750347264
164,200109,1988-2022,Top,3386.603332728148,30.08599529927596,29.15175509961167,326.0017936952257,.032762875422236
165,200110,1988-2022,,4939.644997894764,44.25252446217928,42.67692235662253,375.7312916161027,.0371106504732097
165,200110,1988-2022,Bottom,1584.725000292063,14.63241159491978,13.62891663524594,187.3865429525419,.0210624374215058
165,200110,1988-2022,Middle,2270.109989903867,20.23802451335359,19.54456493406906,314.3976401101099,.0336489519349925
165,200110,1988-2022,Top,3330.409995088974,29.94395289121894,28.68876773906716,273.4093053807252,.0291144758486913
166,200111,1988-2022,,4940.579985797405,44.26003401854541,42.51047881381237,285.8034502074588,.0340427869684277
166,200111,1988-2022,Bottom,1576.548328419526,14.48338359283904,13.55704735178733,171.7975554987788,.0207290104732844
166,200111,1988-2022,Middle,2318.812493540347,20.55030582108884,19.88813592336373,164.5788995883777,.0241650499185369
166,200111,1988-2022,Top,3424.696667929491,30.43057930692642,29.4100231161962,274.6498488869595,.0334235303008275
167,200112,1988-2022,,5194.839999735355,45.86128692410421,44.64928257119027,308.3995260298252,.0292670631315559
167,200112,1988-2022,Bottom,1615.483334600925,15.01101732810882,13.93578802243186,395.7355527304268,.0377043278127
167,200112,1988-2022,Middle,2416.197488561273,21.76572786085308,20.75479964085389,287.8789526082983,.0288009876563819
167,200112,1988-2022,Top,3549.675004114707,31.87068650180784,30.6151139192516,352.1757447202011,.0340299556735696
168,200201,1988-2022,,4878.924986034632,38.08516241173493,42.10785575027694,443.3512772608083,.0384593983140462
168,200201,1988-2022,Bottom,1534.28166757524,12.44665024796268,13.23348667365887,454.637386209409,.0325904652340038
168,200201,1988-2022,Middle,2298.354980833828,17.75564886929351,19.66886937571689,388.6918383279408,.0277924393434716
168,200201,1988-2022,Top,3297.358335127433,25.47114450292429,28.39054560853401,433.2443740762149,.0360837011666983
169,200202,1988-2022,,4999.300001710653,39.83127695106668,42.90309200811316,422.3306304193102,.0304007831355193
169,200202,1988-2022,Bottom,1556.10833766063,13.02736887544355,13.44141734825098,217.5268666488895,.0189147213474901
169,200202,1988-2022,Middle,2300.714988917112,18.01480005960912,19.77360107380082,338.2324388134293,.021698570152239
169,200202,1988-2022,Top,3393.121654465795,26.4135254144979,29.28561221394921,474.6427370768894,.041620764922186
170,200203,1988-2022,,5120.000003665686,40.25068348401692,43.92900728961104,391.1800227302592,.0295403671371446
170,200203,1988-2022,Bottom,1569.535008534789,13.08675759007262,13.50877141105593,171.6822028916795,.0124138645039314
170,200203,1988-2022,Middle,2318.369982860982,18.22622429672629,19.86947025396512,291.0125257076288,.0200858495529843
170,200203,1988-2022,Top,3473.464991544684,26.87214710206414,29.94581047897615,401.1977145744216,.032555561171345
171,200204,1988-2022,,4995.265002608299,39.59275085118134,42.79120813580812,369.7915282587928,.0265783144346301
171,200204,1988-2022,Bottom,1543.971658885479,12.75315375893842,13.28268853240297,73.17372819913241,.0091148315858618
171,200204,1988-2022,Middle,2304.222481489182,18.01095273462124,19.82196113688406,241.3438162824605,.0211859125040519
171,200204,1988-2022,Top,3389.403334051371,26.14283983000011,29.18558884039521,313.7179278235029,.0289575348506522
172,200205,1988-2022,,5069.1449868083,40.32535932201426,43.43691342583043,214.1551096341573,.0197761093793929
172,200205,1988-2022,Bottom,1539.001670365532,12.74141367121289,13.31239814336489,10.56658829523561,.008327524758594
172,200205,1988-2022,Middle,2301.832482278347,17.98643714666832,19.8262425751891,172.5688457110664,.0193068488446215
172,200205,1988-2022,Top,3452.814993813634,26.62055318356336,29.69052441699508,212.2376581721861,.0231223922998727
173,200206,1988-2022,,4968.544998914003,38.63132854155265,42.49832064498332,220.4581864003558,.0207036311785487
173,200206,1988-2022,Bottom,1532.609997063875,12.69073897255779,13.25790293910541,-25.662043975899,.0053124778637918
173,200206,1988-2022,Middle,2287.192479647696,17.91821857370087,19.71087245053786,173.4058282076148,.0179776214240519
173,200206,1988-2022,Top,3425.691666911046,26.68524139250318,29.32886334052698,189.8870694882741,.0217311366063958
174,200207,1988-2022,,4721.454992860556,36.97974817152135,40.438696618221,371.3453493517591,.0269754278149321
174,200207,1988-2022,Bottom,1545.323328201969,12.63329634338152,13.3312117382593,162.4590813405424,.0136901832484379
174,200207,1988-2022,Middle,2270.212481550872,17.73462146281963,19.50345604289032,252.6130983169423,.019965146372499
174,200207,1988-2022,Top,3339.381664926807,25.93620446518374,28.42994563787943,263.4740701168387,.0172973239941901
175,200208,1988-2022,,4865.435002237558,37.55971913225949,41.85411319116247,244.6791900554672,.0200091814294865
175,200208,1988-2022,Bottom,1534.019997109969,12.73382535437122,13.26213247320266,80.75670394658421,.0150018871313478
175,200208,1988-2022,Middle,2268.232488416135,17.86228136951104,19.53471622259531,236.9184636554564,.0205794902556136
175,200208,1988-2022,Top,3377.956662123402,26.37846938266496,28.91328733874252,297.2981514625038,.0267352881096106
176,200209,1988-2022,,4999.63499507308,39.1286232076236,42.9965284379723,216.1869189309073,.0150530592975429
176,200209,1988-2022,Bottom,1555.321662833293,12.86016606895525,13.41840490005173,31.17231250422871,.0065424149734952
176,200209,1988-2022,Middle,2325.284984014928,18.34419370512478,19.96119678895047,285.123897989979,.0248687322332444
176,200209,1988-2022,Top,3434.173330540458,26.97816458744152,29.47118264238816,291.8488988318131,.0251677846896807
177,200210,1988-2022,,4805.960004895926,38.28013347805245,41.13038112132926,279.8211180706858,.0186870859998862
177,200210,1988-2022,Bottom,1564.746662691236,12.90668297376639,13.54245135644063,60.53862970438786,.0138490974770396
177,200210,1988-2022,Middle,2296.617483064532,18.07038836358697,19.75303080740559,193.9796818798641,.013738182635052
177,200210,1988-2022,Top,3380.886667792996,26.57034388011865,28.88509260216961,310.0861508864909,.0260395427523387
178,200211,1988-2022,,4921.985001146793,39.04720366728725,42.10322853809339,343.0075479380321,.0243525711625807
178,200211,1988-2022,Bottom,1536.381670152148,12.8430956962693,13.29162981902482,78.56234686854198,.0122913341771114
178,200211,1988-2022,Middle,2289.199990905821,17.98732286473387,19.64324249401398,271.0930709541053,.0147352175707265
178,200211,1988-2022,Top,3409.481670126319,26.60291526474369,29.08981270779623,283.4935755464055,.0184036703304855
179,200212,1988-2022,,5166.079976648092,40.0664350304869,44.33971027171356,286.2606771021092,.0196067899878472
179,200212,1988-2022,Bottom,1560.555001492302,12.99568635413501,13.52364775446282,-32.59868946042843,.0057404792211552
179,200212,1988-2022,Middle,2341.347485296428,18.58413477006252,20.16327965525852,204.0105805441272,.0175633923346368
179,200212,1988-2022,Top,3543.415003433824,27.78640921369272,30.40969530747195,205.6076596403727,.0182855134585983
180,200301,1988-2022,,4727.039990842342,36.69840524561005,40.52951955739991,78.18337786884513,.0069166451975207
180,200301,1988-2022,Bottom,1502.641667639216,12.49842283446924,12.95977571039111,-99.97923107536432,.0003448598317846
180,200301,1988-2022,Middle,2270.289990626276,17.92613093016553,19.55302581195429,162.5395417504478,.0200462945830395
180,200301,1988-2022,Top,3329.131660804152,25.85368475438251,28.53957286773948,179.3290873475295,.0186393372847344
181,200302,1988-2022,,5027.060001254082,40.14719692221843,43.21583851324976,432.4440936092287,.0523807148147171
181,200302,1988-2022,Bottom,1509.656666363279,13.0767168206803,13.04358193457301,131.8254177337318,.0161422801605416
181,200302,1988-2022,Middle,2265.759990848601,18.56439351421432,19.50872519324184,344.5884579778067,.0302764968131441
181,200302,1988-2022,Top,3438.750010530154,27.39022056789448,29.62929348198425,329.0774715288232,.0304449037234349
182,200303,1988-2022,,5238.574985772371,41.95294611470308,45.11350176102133,380.322292445635,.0473568218607738
182,200303,1988-2022,Bottom,1511.385010302067,12.98286946582569,13.07359326427104,89.58839764430498,.017582698752373
182,200303,1988-2022,Middle,2307.087490059435,19.01996975083603,19.77730110476841,291.2928717789327,.0245885569011364
182,200303,1988-2022,Top,3569.378331164519,28.62787245664125,30.76442447407559,332.0864977431484,.034209683221737
183,200304,1988-2022,,5091.9450045228,40.9864463948179,43.8567710420175,640.7387894854764,.0704079603906393
183,200304,1988-2022,Bottom,1482.398331776261,13.01295282646121,12.80806427774951,356.957268951616,.0384535836985075
183,200304,1988-2022,Middle,2298.302483059466,19.1197038415994,19.77116960391868,550.1026417376124,.0439213831028837
183,200304,1988-2022,Top,3455.124998827775,27.93159186529617,29.77675436531232,518.2674141443082,.0515539739416605
