date,date2,date4,quote_date,percentile,p,pWd,pWs,infl,period
67,01-08-1993,1993-08-01,199308,40,1818.329467266798,0,1.530518319412295,.40206635,1988-2022
67,01-08-1993,1993-08-01,199308,50,2044.286090359092,0,1.718009630660163,-.80806118,1988-2022
67,01-08-1993,1993-08-01,199308,60,2258.386600315571,0,1.912896233492575,-.35546634,1988-2022
67,01-08-1993,1993-08-01,199308,70,2513.345957785845,0,2.130100548571136,-.90105104,1988-2022
67,01-08-1993,1993-08-01,199308,80,2970.793300166726,0,2.51026163493043,2.2910836,1988-2022
67,01-08-1993,1993-08-01,199308,90,3614.542005732656,0,3.040681463753572,4.1383243,1988-2022
68,01-09-1993,1993-09-01,199309,10,1174.600917614996,0,.9766941705292993,3.3479002,1988-2022
68,01-09-1993,1993-09-01,199309,20,1404.758462697268,0,1.178019453871457,2.0553815,1988-2022
68,01-09-1993,1993-09-01,199309,30,1653.476921156049,0,1.391672706393365,-1.3913773,1988-2022
68,01-09-1993,1993-09-01,199309,40,1835.232192233205,0,1.542286803085517,.16483112,1988-2022
68,01-09-1993,1993-09-01,199309,50,2051.29405336082,0,1.722096369607243,-1.2071258,1988-2022
68,01-09-1993,1993-09-01,199309,60,2250.720702409744,0,1.904481756448149,-3.9079638,1988-2022
68,01-09-1993,1993-09-01,199309,70,2532.882295802236,0,2.142768661788068,-4.1998467,1988-2022
68,01-09-1993,1993-09-01,199309,80,3008.660314828157,0,2.540723681004238,1.1428,1988-2022
68,01-09-1993,1993-09-01,199309,90,3658.59518660605,0,3.073800962556561,1.7343297,1988-2022
69,01-10-1993,1993-10-01,199310,10,1137.258820794523,0,.9435274348343228,-2.8227608,1988-2022
69,01-10-1993,1993-10-01,199310,20,1421.387773066759,0,1.191644497352172,2.7826986,1988-2022
69,01-10-1993,1993-10-01,199310,30,1655.506231427193,0,1.393941316391647,.88501304,1988-2022
69,01-10-1993,1993-10-01,199310,40,1838.234002172947,0,1.545517790893427,.52561146,1988-2022
69,01-10-1993,1993-10-01,199310,50,2063.010391354561,0,1.729681068447462,-.24722466,1988-2022
69,01-10-1993,1993-10-01,199310,60,2261.993187248707,0,1.913402642841902,-2.866431,1988-2022
69,01-10-1993,1993-10-01,199310,70,2539.218879595399,0,2.147579291804504,-2.4868569,1988-2022
69,01-10-1993,1993-10-01,199310,80,2964.015303879976,0,2.501679807754044,-.32517672,1988-2022
69,01-10-1993,1993-10-01,199310,90,3677.077682837844,0,3.086021074603195,3.3308773,1988-2022
70,01-11-1993,1993-11-01,199311,10,1186.105405934155,0,.9844070442532029,.7119714,1988-2022
70,01-11-1993,1993-11-01,199311,20,1421.634590372443,0,1.190794631513199,2.3218479,1988-2022
70,01-11-1993,1993-11-01,199311,30,1672.528734385967,0,1.406570296187056,-.01103611,1988-2022
70,01-11-1993,1993-11-01,199311,40,1845.629232853651,0,1.552980870621468,-.45113909,1988-2022
70,01-11-1993,1993-11-01,199311,50,2069.572670072317,0,1.735382058946925,-1.1952583,1988-2022
70,01-11-1993,1993-11-01,199311,60,2245.287029549479,0,1.897245232217756,-3.9887686,1988-2022
70,01-11-1993,1993-11-01,199311,70,2520.999527364969,0,2.131655864626737,-3.537425,1988-2022
70,01-11-1993,1993-11-01,199311,80,3000.499627709389,0,2.535388202339163,.36257765,1988-2022
70,01-11-1993,1993-11-01,199311,90,3671.508344754577,0,3.091172396576439,1.2576488,1988-2022
71,01-12-1993,1993-12-01,199312,10,1177.407012969255,0,.9729282386624618,-.037727807,1988-2022
71,01-12-1993,1993-12-01,199312,20,1416.935131721199,0,1.183217643539137,-2.3745801,1988-2022
71,01-12-1993,1993-12-01,199312,30,1674.919170066714,0,1.405603663644797,-3.4535322,1988-2022
71,01-12-1993,1993-12-01,199312,40,1871.624239161611,0,1.57167484245474,-.34890053,1988-2022
71,01-12-1993,1993-12-01,199312,50,2090.064254969358,0,1.75597241746982,-2.2089214,1988-2022
71,01-12-1993,1993-12-01,199312,60,2277.516795828938,0,1.926360960364036,-3.652899,1988-2022
71,01-12-1993,1993-12-01,199312,70,2555.494331121445,0,2.162590381578411,-4.1354227,1988-2022
71,01-12-1993,1993-12-01,199312,80,3043.90802526474,0,2.570021358913436,1.8219146,1988-2022
71,01-12-1993,1993-12-01,199312,90,3739.42108617723,0,3.138034204916039,1.8755093,1988-2022
72,01-01-1994,1994-01-01,199401,10,1160.500182986259,0,.964844947594429,5.6924868,1988-2022
72,01-01-1994,1994-01-01,199401,20,1366.611146427691,0,1.13896346933052,-4.5013556,1988-2022
72,01-01-1994,1994-01-01,199401,30,1582.227801188827,0,1.330114768052226,-2.5334175,1988-2022
72,01-01-1994,1994-01-01,199401,40,1787.921826779842,0,1.507397930034131,-1.3353283,1988-2022
72,01-01-1994,1994-01-01,199401,50,1998.751740694046,0,1.684094305337567,-2.4401686,1988-2022
72,01-01-1994,1994-01-01,199401,60,2221.43703366816,0,1.879007193367215,-1.9752575,1988-2022
72,01-01-1994,1994-01-01,199401,70,2490.481943055987,0,2.109397890131731,-.47608912,1988-2022
72,01-01-1994,1994-01-01,199401,80,2882.073248237371,0,2.430993184925683,-1.7825968,1988-2022
72,01-01-1994,1994-01-01,199401,90,3568.937450826168,0,2.991005215328187,1.90502,1988-2022
73,01-02-1994,1994-02-01,199402,10,1171.166327685118,0,.9715489378113489,2.6885271,1988-2022
73,01-02-1994,1994-02-01,199402,20,1395.565348304808,0,1.170974734058291,-.61620563,1988-2022
73,01-02-1994,1994-02-01,199402,30,1645.749613642693,0,1.38460845210102,4.6830482,1988-2022
73,01-02-1994,1994-02-01,199402,40,1856.622389435768,0,1.557058266049353,3.474103,1988-2022
73,01-02-1994,1994-02-01,199402,50,2053.465733572841,0,1.725599324590803,1.1442043,1988-2022
73,01-02-1994,1994-02-01,199402,60,2279.32567179203,0,1.921794776751995,.88558811,1988-2022
73,01-02-1994,1994-02-01,199402,70,2618.827731266618,0,2.197373816050458,4.208334,1988-2022
73,01-02-1994,1994-02-01,199402,80,3025.775295346975,0,2.531034907673529,4.8170528,1988-2022
73,01-02-1994,1994-02-01,199402,90,3624.532571494579,0,3.04348299826961,4.2821188,1988-2022
74,01-03-1994,1994-03-01,199403,10,1207.14676451683,0,.994620642960399,.71752149,1988-2022
74,01-03-1994,1994-03-01,199403,20,1428.075263679028,0,1.198824370940201,.64548659,1988-2022
74,01-03-1994,1994-03-01,199403,30,1681.338265299797,0,1.413147512184878,4.2771025,1988-2022
74,01-03-1994,1994-03-01,199403,40,1891.205825313926,0,1.580367129025035,1.2138789,1988-2022
74,01-03-1994,1994-03-01,199403,50,2101.662881240249,0,1.752944689260403,2.7816117,1988-2022
74,01-03-1994,1994-03-01,199403,60,2288.460432827473,0,1.924569183369385,-.62673628,1988-2022
74,01-03-1994,1994-03-01,199403,70,2618.089305266738,0,2.196819793911345,2.2980361,1988-2022
74,01-03-1994,1994-03-01,199403,80,2974.579522252083,0,2.490101132096243,-1.1180556,1988-2022
74,01-03-1994,1994-03-01,199403,90,3530.48587718606,0,2.969061773204885,-3.3194351,1988-2022
75,01-04-1994,1994-04-01,199404,10,1209.981339670718,0,.9942054169096082,.91220641,1988-2022
75,01-04-1994,1994-04-01,199404,20,1423.138447999954,0,1.190915121491344,.76413137,1988-2022
75,01-04-1994,1994-04-01,199404,30,1696.103723883629,0,1.42494031977003,1.7178042,1988-2022
75,01-04-1994,1994-04-01,199404,40,1905.37174884975,0,1.598173965321621,2.0438325,1988-2022
75,01-04-1994,1994-04-01,199404,50,2126.910646170378,0,1.776941295360302,2.145076,1988-2022
75,01-04-1994,1994-04-01,199404,60,2353.411124780774,0,1.977069629785547,2.9334388,1988-2022
75,01-04-1994,1994-04-01,199404,70,2659.852985933423,0,2.232558688003337,4.8512211,1988-2022
75,01-04-1994,1994-04-01,199404,80,3025.644864976406,0,2.534828948111681,-.68664783,1988-2022
75,01-04-1994,1994-04-01,199404,90,3635.273622855544,0,3.053606772271451,-.87508309,1988-2022
76,01-05-1994,1994-05-01,199405,10,1197.45794057101,0,.9855334313051571,-.85398781,1988-2022
76,01-05-1994,1994-05-01,199405,20,1407.61242184788,0,1.178802160238774,.23717806,1988-2022
76,01-05-1994,1994-05-01,199405,30,1706.751464501023,0,1.435579066052014,1.8448069,1988-2022
76,01-05-1994,1994-05-01,199405,40,1880.871744707227,0,1.570514753057068,1.8997964,1988-2022
76,01-05-1994,1994-05-01,199405,50,2122.76812748611,0,1.773239732177899,1.6388218,1988-2022
76,01-05-1994,1994-05-01,199405,60,2333.986832782626,0,1.962626634376647,1.6822407,1988-2022
76,01-05-1994,1994-05-01,199405,70,2656.541620001197,0,2.230741309729638,3.6689413,1988-2022
76,01-05-1994,1994-05-01,199405,80,3021.666683405638,0,2.538202505493246,.072249539,1988-2022
76,01-05-1994,1994-05-01,199405,90,3684.493817731738,0,3.101415075114346,.068250656,1988-2022
77,01-06-1994,1994-06-01,199406,10,1202.500101171434,0,.9891859020881384,1.8212389,1988-2022
77,01-06-1994,1994-06-01,199406,20,1407.217425987124,0,1.17842759548148,-.78043067,1988-2022
77,01-06-1994,1994-06-01,199406,30,1729.237141147256,0,1.44830744556748,3.0114236,1988-2022
77,01-06-1994,1994-06-01,199406,40,1897.819924548268,0,1.58479836148399,1.9948658,1988-2022
77,01-06-1994,1994-06-01,199406,50,2103.727924987674,0,1.759176929608657,.73671114,1988-2022
77,01-06-1994,1994-06-01,199406,60,2331.687295928597,0,1.957554501459526,1.0885745,1988-2022
77,01-06-1994,1994-06-01,199406,70,2662.521624967456,0,2.23548139417835,4.4071836,1988-2022
77,01-06-1994,1994-06-01,199406,80,3048.685539796948,0,2.555867775743536,.84279263,1988-2022
77,01-06-1994,1994-06-01,199406,90,3732.253813371062,0,3.142914108524565,2.1491308,1988-2022
78,01-07-1994,1994-07-01,199407,10,1162.091103203595,0,.9547471840360231,-1.7428503,1988-2022
78,01-07-1994,1994-07-01,199407,20,1380.540725752711,0,1.15608607134709,-1.3461311,1988-2022
78,01-07-1994,1994-07-01,199407,30,1678.347622647882,0,1.405206770705263,1.0170231,1988-2022
78,01-07-1994,1994-07-01,199407,40,1859.967438429594,0,1.552670224362373,2.1596026,1988-2022
78,01-07-1994,1994-07-01,199407,50,2048.21267670393,0,1.716845595925406,.72105432,1988-2022
78,01-07-1994,1994-07-01,199407,60,2276.032506629825,0,1.924865625253005,2.875905,1988-2022
78,01-07-1994,1994-07-01,199407,70,2561.042534276843,0,2.16161795957305,2.0404773,1988-2022
78,01-07-1994,1994-07-01,199407,80,3004.923498407006,0,2.522308319377771,2.2572756,1988-2022
78,01-07-1994,1994-07-01,199407,90,3635.643828049302,0,3.057809699763311,2.8102515,1988-2022
79,01-08-1994,1994-08-01,199408,10,1221.361771143973,0,1.006439651837354,6.7128763,1988-2022
79,01-08-1994,1994-08-01,199408,20,1448.714347481728,0,1.213484954467276,3.3133447,1988-2022
79,01-08-1994,1994-08-01,199408,30,1687.964169323444,0,1.422560890725435,2.4707956,1988-2022
79,01-08-1994,1994-08-01,199408,40,1892.902413085103,0,1.585088349125726,3.5654609,1988-2022
79,01-08-1994,1994-08-01,199408,50,2110.044490918517,0,1.767560701628099,2.8842139,1988-2022
79,01-08-1994,1994-08-01,199408,60,2317.972513884306,0,1.961946487201203,2.564188,1988-2022
79,01-08-1994,1994-08-01,199408,70,2675.171133205295,0,2.249701951535826,5.6148243,1988-2022
79,01-08-1994,1994-08-01,199408,80,3079.488508999348,0,2.584248284045316,2.9473681,1988-2022
79,01-08-1994,1994-08-01,199408,90,3741.03041832149,0,3.145674235449405,3.4529355,1988-2022
80,01-09-1994,1994-09-01,199409,10,1191.154290683568,0,.9772625078458077,.058189895,1988-2022
80,01-09-1994,1994-09-01,199409,20,1445.268441200256,0,1.214580351039331,3.1035903,1988-2022
80,01-09-1994,1994-09-01,199409,30,1705.824623838067,0,1.432628642742202,2.9429288,1988-2022
80,01-09-1994,1994-09-01,199409,40,1928.085127860308,0,1.616903423968324,4.8380508,1988-2022
80,01-09-1994,1994-09-01,199409,50,2144.131524175406,0,1.81369879518752,5.3192391,1988-2022
80,01-09-1994,1994-09-01,199409,60,2310.210689157248,0,1.957655389385764,2.7920263,1988-2022
80,01-09-1994,1994-09-01,199409,70,2650.232319429517,0,2.230109685238858,4.0760827,1988-2022
80,01-09-1994,1994-09-01,199409,80,3066.801669463515,0,2.57731299103034,1.4401137,1988-2022
80,01-09-1994,1994-09-01,199409,90,3782.049930378795,0,3.191355063128867,3.824389,1988-2022
81,01-10-1994,1994-10-01,199410,10,1247.002927824855,0,1.02753722678608,8.9038,1988-2022
81,01-10-1994,1994-10-01,199410,20,1503.336923822761,0,1.259940920925146,5.7312751,1988-2022
81,01-10-1994,1994-10-01,199410,30,1755.608011230826,0,1.470980889731436,5.5267444,1988-2022
81,01-10-1994,1994-10-01,199410,40,1965.393301829696,0,1.647260983667366,6.5831141,1988-2022
81,01-10-1994,1994-10-01,199410,50,2177.247658327222,0,1.840983951045928,6.4348788,1988-2022
81,01-10-1994,1994-10-01,199410,60,2377.633181348443,0,2.010007423938077,5.0488477,1988-2022
81,01-10-1994,1994-10-01,199410,70,2685.159874334931,0,2.255651310690155,5.0322714,1988-2022
81,01-10-1994,1994-10-01,199410,80,3159.352561876178,0,2.646423015488836,5.785841,1988-2022
81,01-10-1994,1994-10-01,199410,90,3766.161293521523,0,3.166265635525633,2.6002598,1988-2022
82,01-11-1994,1994-11-01,199411,10,1217.648382715881,0,1.001676652103924,1.7543157,1988-2022
82,01-11-1994,1994-11-01,199411,20,1511.307526350021,0,1.26673992310316,6.3776984,1988-2022
82,01-11-1994,1994-11-01,199411,30,1763.757349744439,0,1.477119146358746,5.0156646,1988-2022
82,01-11-1994,1994-11-01,199411,40,1978.594222843647,0,1.656012737799756,6.6344581,1988-2022
82,01-11-1994,1994-11-01,199411,50,2174.083810135722,0,1.831581439852016,5.5434122,1988-2022
82,01-11-1994,1994-11-01,199411,60,2393.585671752691,0,2.020818171549763,6.5132828,1988-2022
82,01-11-1994,1994-11-01,199411,70,2679.47592715919,0,2.257281893878826,5.8933539,1988-2022
82,01-11-1994,1994-11-01,199411,80,3089.670067459345,0,2.601206511804776,2.5959854,1988-2022
82,01-11-1994,1994-11-01,199411,90,3796.928587928414,0,3.193779383014771,3.319355,1988-2022
83,01-12-1994,1994-12-01,199412,10,1269.16225155443,0,1.044330467721011,7.3389001,1988-2022
83,01-12-1994,1994-12-01,199412,20,1564.984805285931,0,1.310588272961468,10.764768,1988-2022
83,01-12-1994,1994-12-01,199412,30,1763.513834372163,0,1.476555305758666,5.04777,1988-2022
83,01-12-1994,1994-12-01,199412,40,1980.737192988396,0,1.666162093828461,6.0118828,1988-2022
83,01-12-1994,1994-12-01,199412,50,2213.504488274455,0,1.872011458868656,6.6082501,1988-2022
83,01-12-1994,1994-12-01,199412,60,2435.443846359849,0,2.062163539681933,7.0496955,1988-2022
83,01-12-1994,1994-12-01,199412,70,2747.162941426039,0,2.310917078655621,6.8587513,1988-2022
83,01-12-1994,1994-12-01,199412,80,3119.287106558681,0,2.625734739907784,2.1678178,1988-2022
83,01-12-1994,1994-12-01,199412,90,3768.53016422689,0,3.171070035554294,1.0527556,1988-2022
84,01-01-1995,1995-01-01,199501,10,1173.81154615432,0,.9721184691843519,.75385392,1988-2022
84,01-01-1995,1995-01-01,199501,20,1452.147301644087,0,1.223137753615447,7.390429,1988-2022
84,01-01-1995,1995-01-01,199501,30,1729.506678208709,0,1.450899941442913,9.0808086,1988-2022
84,01-01-1995,1995-01-01,199501,40,1901.054928541183,0,1.597208262934146,5.9579711,1988-2022
84,01-01-1995,1995-01-01,199501,50,2098.716991961002,0,1.764683761593915,4.7853289,1988-2022
84,01-01-1995,1995-01-01,199501,60,2324.942701384425,0,1.967954880383331,4.7337599,1988-2022
84,01-01-1995,1995-01-01,199501,70,2656.04409520328,0,2.234923871597857,5.9507966,1988-2022
84,01-01-1995,1995-01-01,199501,80,2988.991883292794,0,2.513048847300524,3.3753965,1988-2022
84,01-01-1995,1995-01-01,199501,90,3548.361983433366,0,2.990697548673779,-.010286396,1988-2022
85,01-02-1995,1995-02-01,199502,10,1222.573156654835,0,1.008546688088245,3.8081203,1988-2022
85,01-02-1995,1995-02-01,199502,20,1475.744812384248,0,1.240207371341967,5.9123936,1988-2022
85,01-02-1995,1995-02-01,199502,30,1785.830099716783,0,1.491083280827297,7.689887,1988-2022
85,01-02-1995,1995-02-01,199502,40,1945.900166302919,0,1.632158940261434,4.8232412,1988-2022
85,01-02-1995,1995-02-01,199502,50,2171.321760088205,0,1.821123002624518,5.5356812,1988-2022
85,01-02-1995,1995-02-01,199502,60,2380.350216165185,0,2.010166516309255,4.5983963,1988-2022
85,01-02-1995,1995-02-01,199502,70,2707.965705350041,0,2.278770149445336,3.7042551,1988-2022
85,01-02-1995,1995-02-01,199502,80,3167.955056324601,0,2.664023932782584,5.254334,1988-2022
85,01-02-1995,1995-02-01,199502,90,3896.447198823094,0,3.274622745098895,7.5945802,1988-2022
86,01-03-1995,1995-03-01,199503,10,1167.506548523903,0,.964511972375476,-3.0271511,1988-2022
86,01-03-1995,1995-03-01,199503,20,1476.960497587919,0,1.241803232416714,3.5850842,1988-2022
86,01-03-1995,1995-03-01,199503,30,1802.733855172992,0,1.505356783731258,6.5250983,1988-2022
86,01-03-1995,1995-03-01,199503,40,1994.24446862936,0,1.667240536480676,5.4970393,1988-2022
86,01-03-1995,1995-03-01,199503,50,2230.416998699307,0,1.868037600059324,6.56569,1988-2022
86,01-03-1995,1995-03-01,199503,60,2411.496123015881,0,2.041809796275629,6.0917845,1988-2022
86,01-03-1995,1995-03-01,199503,70,2725.33341537416,0,2.294093392818468,4.427928,1988-2022
86,01-03-1995,1995-03-01,199503,80,3242.133023455739,0,2.731041455896047,9.6759253,1988-2022
86,01-03-1995,1995-03-01,199503,90,3936.08789499104,0,3.320798116015794,11.846717,1988-2022
87,01-04-1995,1995-04-01,199504,10,1219.82893127203,0,1.007389896145469,1.3261323,1988-2022
87,01-04-1995,1995-04-01,199504,20,1478.525025546551,0,1.24368877868983,4.4313536,1988-2022
87,01-04-1995,1995-04-01,199504,30,1764.99849639833,0,1.480129353400116,3.8730767,1988-2022
87,01-04-1995,1995-04-01,199504,40,1990.4081158638,0,1.668133387993294,4.3774595,1988-2022
87,01-04-1995,1995-04-01,199504,50,2237.065879076719,0,1.887190388322779,6.2044306,1988-2022
87,01-04-1995,1995-04-01,199504,60,2408.126345962286,0,2.035515747702448,2.9561992,1988-2022
87,01-04-1995,1995-04-01,199504,70,2717.053195670247,0,2.288573182908294,2.5089819,1988-2022
87,01-04-1995,1995-04-01,199504,80,3184.888379022479,0,2.69313612159749,6.2452803,1988-2022
87,01-04-1995,1995-04-01,199504,90,3831.144258052111,0,3.24716305644688,6.3386121,1988-2022
88,01-05-1995,1995-05-01,199505,10,1179.921564102173,0,.9738840563841222,-1.1820375,1988-2022
88,01-05-1995,1995-05-01,199505,20,1505.901645839214,0,1.266457367542898,7.435956,1988-2022
88,01-05-1995,1995-05-01,199505,30,1768.310345634818,0,1.482554762314976,3.2722473,1988-2022
88,01-05-1995,1995-05-01,199505,40,1995.649729937315,0,1.670749241577141,6.3822694,1988-2022
88,01-05-1995,1995-05-01,199505,50,2232.221888065338,0,1.870889947498654,5.5068817,1988-2022
88,01-05-1995,1995-05-01,199505,60,2437.045451179147,0,2.056407724521705,4.7783461,1988-2022
88,01-05-1995,1995-05-01,199505,70,2774.413431286812,0,2.338061093818396,4.8109474,1988-2022
88,01-05-1995,1995-05-01,199505,80,3217.662840083241,0,2.721429420431377,7.2187672,1988-2022
88,01-05-1995,1995-05-01,199505,90,3954.964050725102,0,3.337518518099387,7.6127648,1988-2022
89,01-06-1995,1995-06-01,199506,10,1179.860903561115,0,.9749332808823965,-1.4408436,1988-2022
89,01-06-1995,1995-06-01,199506,20,1497.939369082451,0,1.262663015870203,7.1481199,1988-2022
89,01-06-1995,1995-06-01,199506,30,1768.135363534093,0,1.482498342331382,2.3607485,1988-2022
89,01-06-1995,1995-06-01,199506,40,1983.721312537789,0,1.662025086177891,4.8729682,1988-2022
89,01-06-1995,1995-06-01,199506,50,2216.480193853378,0,1.858560006465268,5.6494074,1988-2022
89,01-06-1995,1995-06-01,199506,60,2432.805457279086,0,2.054028551341617,4.9282947,1988-2022
89,01-06-1995,1995-06-01,199506,70,2789.374154537916,0,2.358557907165959,5.5055933,1988-2022
89,01-06-1995,1995-06-01,199506,80,3282.946471229196,0,2.768693817823078,8.3269577,1988-2022
89,01-06-1995,1995-06-01,199506,90,3925.500881567597,0,3.325191403266217,5.7996268,1988-2022
90,01-07-1995,1995-07-01,199507,10,1142.334534466267,0,.9502468602149747,-.47136289,1988-2022
90,01-07-1995,1995-07-01,199507,20,1493.356443315744,0,1.256714913088217,8.7042694,1988-2022
90,01-07-1995,1995-07-01,199507,30,1748.529459625483,0,1.466838317825022,4.3859415,1988-2022
90,01-07-1995,1995-07-01,199507,40,1944.666771456599,0,1.633694114603713,5.218358,1988-2022
90,01-07-1995,1995-07-01,199507,50,2155.920655786991,0,1.805923247196915,5.1884489,1988-2022
90,01-07-1995,1995-07-01,199507,60,2337.724114716053,0,1.977901863654552,2.7553215,1988-2022
90,01-07-1995,1995-07-01,199507,70,2624.598449707031,0,2.230182677601988,3.1719167,1988-2022
90,01-07-1995,1995-07-01,199507,80,3137.969423100352,0,2.648789440056134,5.0144987,1988-2022
90,01-07-1995,1995-07-01,199507,90,3746.992038592696,0,3.171215508627938,3.7087269,1988-2022
91,01-08-1995,1995-08-01,199508,10,1191.23658554256,0,.9898697575226834,-1.6463872,1988-2022
91,01-08-1995,1995-08-01,199508,20,1498.269143089652,0,1.263124975819665,4.0906992,1988-2022
91,01-08-1995,1995-08-01,199508,30,1742.522852957249,0,1.464132768694981,2.9223268,1988-2022
91,01-08-1995,1995-08-01,199508,40,1957.582221522927,0,1.64429920697512,3.7354927,1988-2022
91,01-08-1995,1995-08-01,199508,50,2182.268500566483,0,1.831659636703989,3.6264067,1988-2022
91,01-08-1995,1995-08-01,199508,60,2389.788891792297,0,2.01790948517737,2.8524222,1988-2022
91,01-08-1995,1995-08-01,199508,70,2706.22050589323,0,2.290402224309219,1.8091407,1988-2022
91,01-08-1995,1995-08-01,199508,80,3189.246702864766,0,2.693860515857523,4.2415519,1988-2022
91,01-08-1995,1995-08-01,199508,90,3864.931568101048,0,3.277904898051929,4.2035713,1988-2022
92,01-09-1995,1995-09-01,199509,10,1163.662388019264,0,.9662944841147691,-1.1223211,1988-2022
92,01-09-1995,1995-09-01,199509,20,1575.958706915379,0,1.326596091064857,9.2225876,1988-2022
92,01-09-1995,1995-09-01,199509,30,1804.231630370021,0,1.512316984113568,5.5623865,1988-2022
92,01-09-1995,1995-09-01,199509,40,1989.990636005998,0,1.6716160086944,3.3837881,1988-2022
92,01-09-1995,1995-09-01,199509,50,2258.381911724806,0,1.894924590185838,4.4784608,1988-2022
92,01-09-1995,1995-09-01,199509,60,2463.041705548763,0,2.078348608352826,6.1651921,1988-2022
92,01-09-1995,1995-09-01,199509,70,2739.011531203985,0,2.318940551129344,3.9832511,1988-2022
92,01-09-1995,1995-09-01,199509,80,3245.522853165865,0,2.740224528133695,6.3209839,1988-2022
92,01-09-1995,1995-09-01,199509,90,3943.654428035021,0,3.3346249153401,4.4893107,1988-2022
93,01-10-1995,1995-10-01,199510,10,1178.496685050428,0,.9726730155016412,-5.3393893,1988-2022
93,01-10-1995,1995-10-01,199510,20,1427.905353277922,0,1.201722719295503,-4.6207089,1988-2022
93,01-10-1995,1995-10-01,199510,30,1787.272780954838,0,1.498843998397206,1.8941857,1988-2022
93,01-10-1995,1995-10-01,199510,40,1956.969494223595,0,1.644618757090939,-.16040121,1988-2022
93,01-10-1995,1995-10-01,199510,50,2249.868774265051,0,1.886980598985247,2.4984818,1988-2022
93,01-10-1995,1995-10-01,199510,60,2442.49245582521,0,2.059731951405411,2.4738479,1988-2022
93,01-10-1995,1995-10-01,199510,70,2736.910797268152,0,2.318367152911378,2.7803874,1988-2022
93,01-10-1995,1995-10-01,199510,80,3140.275164872408,0,2.653105010773288,.25249159,1988-2022
93,01-10-1995,1995-10-01,199510,90,3787.131617441773,0,3.20919526473881,1.3558441,1988-2022
94,01-11-1995,1995-11-01,199511,10,1193.548489309847,0,.9826802750176284,-1.8964579,1988-2022
94,01-11-1995,1995-11-01,199511,20,1446.522201925516,0,1.217056996731117,-3.9221094,1988-2022
94,01-11-1995,1995-11-01,199511,30,1805.404314339161,0,1.5141249002736,2.5052655,1988-2022
94,01-11-1995,1995-11-01,199511,40,1992.553429052234,0,1.674909608194866,1.1411066,1988-2022
94,01-11-1995,1995-11-01,199511,50,2254.29220046103,0,1.888729705959122,3.1201596,1988-2022
94,01-11-1995,1995-11-01,199511,60,2439.373334661126,0,2.060181391891092,1.9478854,1988-2022
94,01-11-1995,1995-11-01,199511,70,2812.712664067745,0,2.37909297754959,5.3963614,1988-2022
94,01-11-1995,1995-11-01,199511,80,3172.442072689533,0,2.694845857120526,3.5998425,1988-2022
94,01-11-1995,1995-11-01,199511,90,3991.712139487267,0,3.358601022664516,5.1607084,1988-2022
95,01-12-1995,1995-12-01,199512,10,1229.930768430233,0,1.014795671013417,-2.8281083,1988-2022
95,01-12-1995,1995-12-01,199512,20,1458.43450859189,0,1.227693044947955,-6.3250399,1988-2022
95,01-12-1995,1995-12-01,199512,30,1806.196507364511,0,1.516540301930945,2.7079918,1988-2022
95,01-12-1995,1995-12-01,199512,40,2032.237416252494,0,1.707587839966436,2.4862976,1988-2022
95,01-12-1995,1995-12-01,199512,50,2314.532480239868,0,1.939874291016167,3.6251292,1988-2022
95,01-12-1995,1995-12-01,199512,60,2599.395943298936,0,2.195404645033705,6.4612293,1988-2022
95,01-12-1995,1995-12-01,199512,70,2885.958306401968,0,2.451215376961045,6.0711093,1988-2022
95,01-12-1995,1995-12-01,199512,80,3322.887285292149,0,2.82215296963841,7.480505,1988-2022
95,01-12-1995,1995-12-01,199512,90,4017.522417575121,0,3.387554944209114,6.8268723,1988-2022
96,01-01-1996,1996-01-01,199601,10,1109.490503802896,0,.9170953617576743,-5.6601238,1988-2022
96,01-01-1996,1996-01-01,199601,20,1399.281525298953,0,1.183785719022126,-3.2173018,1988-2022
96,01-01-1996,1996-01-01,199601,30,1737.531658321619,0,1.464278447721881,.92208332,1988-2022
96,01-01-1996,1996-01-01,199601,40,1923.837910354137,0,1.622373886548303,1.5756007,1988-2022
96,01-01-1996,1996-01-01,199601,50,2223.503687560558,0,1.868096584548766,5.8601336,1988-2022
96,01-01-1996,1996-01-01,199601,60,2424.051619797945,0,2.051832224009559,4.2621579,1988-2022
96,01-01-1996,1996-01-01,199601,70,2717.677343159914,0,2.306338679649343,3.1954024,1988-2022
96,01-01-1996,1996-01-01,199601,80,3082.497490033507,0,2.623395289876498,4.3909388,1988-2022
96,01-01-1996,1996-01-01,199601,90,3753.897355422378,0,3.182732913346626,6.4210892,1988-2022
97,01-02-1996,1996-02-01,199602,10,1206.249995872378,1.618270555700292,.996255212899996,-1.2187314,1988-2022
97,01-02-1996,1996-02-01,199602,20,1567.619981616735,2.151918693707557,1.319720529794722,6.4112792,1988-2022
97,01-02-1996,1996-02-01,199602,30,1825.929989650846,2.419614321850531,1.53274514597797,2.7940669,1988-2022
97,01-02-1996,1996-02-01,199602,40,2084.398996025324,2.676628427259857,1.755124158735271,7.5338998,1988-2022
97,01-02-1996,1996-02-01,199602,50,2293.420008808374,2.924947258950851,1.925692944852926,5.7420583,1988-2022
97,01-02-1996,1996-02-01,199602,60,2605.699992209673,3.219360494149441,2.204153071761539,9.6502733,1988-2022
