item_id,description,date_quote_s,date_quote_e,n_obs
310217,LAGER 10-24 BOTTLES 250-330ML,200802,202209,9763
310218,APPLE CIDER 500-750ML 4.5-5.5%,200902,201701,12787
310219,STOUT - 4 CAN PACK,201202,202209,28414
310220,SPEC'Y BEER BOTT 500ML 4-5.5,201502,202209,20591
310221,APPLE CIDER 4 CAN PK 440-500ML,201702,202209,15024
310222,CIDER FLAVOURED BOTT 500-568ML,201702,202209,15474
310301,WHISKY (PER NIP) SPECIFY ML,198802,202209,217067
310302,VODKA (PER NIP) SPECIFY ML,198802,202209,217517
310303,GIN (PER NIP),198802,199701,72833
310304,WINE (PER GLASS),198802,200301,108862
310306,BOTTLE OF MIXER 125-200ML,199702,202209,277112
310307,LIQUEUR PER NIP   SPECIFY ML,199702,202209,286822
310308,LEMONADE/COLA-FLAV. DRINK,200002,200401,21172
310309,SPIRIT BASED DRINK 275ML,200102,202209,104509
310310,"WINE, PER 175 - 250 ML SERVING",200302,202209,96069
310311,LEMONADE/COLA DRAUGHT,200402,202209,92778
310312,BOTTLED MINERAL WATER 330ML,200402,200501,4175
310314,BOTTLE OF CHAMPAGNE,200502,201301,19444
310315,BOTTLE OF WINE 70-75CL,199402,202209,127312
310316,GIN PER NIP,202002,202209,7799
310401,WHISKY-70 CL BOTTLE,198802,202209,70857
310402,WHISKY (70 CL BOTTLE),199601,199601,246
310403,VODKA-70 CL BOTTLE,198802,202209,91280
310404,GIN-70 CL BOTTLE,198802,200401,38945
310405,BRANDY 70CL BOTTLE,198802,202209,67770
310406,FORTIFIED WINE  (70-75CL),198802,202209,87352
310407,VERMOUTH-75 CL BOTTLE,198802,200001,30574
310409,OTHER IMPTD WHITE WINE-70-75CL,198802,200401,38031
310412,IMPORTED RED WINE-70-75 CL BOT,198802,200401,37858
310413,WHITE WINE (3 LITRE BOX),199601,199601,212
310414,IMPORTED RED WINE LE PIAT D'OR,199601,199601,228
310415,LIEBFRAUMILCH-70-75CL BOTTLE,199202,200001,20651
310416,"WHITE CHARDONNAY, 70-75CL",200002,200401,6978
310417,SPIRIT BASED DRINK 250-330MLS,200202,201701,22057
310418,IMPORTED SPARKLING WINE 75CL,200302,200601,4498
310419,WHITE WINE- EUROPEAN 75CL,200402,202209,49213
310420,WHITE WINE- NEW WORLD 75CL,200402,202209,49752
310421,RED WINE- EUROPEAN 75CL,200402,202209,49288
310422,RED WINE- NEW WORLD 75CL,200402,202209,49950
310423,BOTTLE OF CHAMPAGNE 75 CL,200602,202209,25981
310424,WINE BOX 3 LITRES MIN ABV 11%,200602,200901,4052
310425,ROSE WINE-75CL BOTTLE,200902,202209,21912
310426,SPARKLING WINE 75CL MIN 11%ABV,201102,202209,30900
310427,RUM WHITE EG BACARDI 70CL BOTT,201302,202209,25898
310428,CREAM LIQUER 70CL-1LT 14-20%,201602,202209,17418
310429,GIN BOTTLE 70CL,201702,202209,15427
310430,PRE MIXED SPIRIT 250-330ML,202002,202209,6783
320102,CIGARETTES 2,198802,200501,54863
320103,CIGARETTES 3,198802,199701,41480
320104,CIGARETTES 4,199601,199601,272
320105,CIGARETTES 5,198802,200201,45245
320106,CIGARETTES 6,199601,199601,332
320107,CIGARETTES 7,198802,200201,47441
320108,CIGARETTES 8,198802,202209,85696
320109,CIGARETTES 9,198802,200201,49271
320110,CIGARETTES 10,198903,200801,54047
320111,CIGARETTES 11,199102,199701,27957
320112,CIGARETTES 12,199702,201701,33871
320113,CIGARETTES 13,199702,200801,18313
320114,CIGARETTES 14,200202,200501,4992
320115,CIGARETTES 15,200202,202209,34921
320116,CIGARETTES 16,200202,200301,1585
320117,CIGARETTES 17,200302,200401,1461
320118,CIGARETTES 18,200402,201301,15363
320119,VENDING MACHINE CIGARETTES,200502,201101,8577
320120,CIGARETTES 19,200502,200601,1718
320121,CIGARETTES 20,200602,201701,16211
320122,20 FILTER - OTHER BRAND,200802,202209,24987
320124,E-CIG REFILL BOTTL/CART 2-10ML,201602,202209,17188
320125,CIGARETTES 21,201702,202201,8141
320126,CIGARETTES 22,202202,202209,1104
320201,PIPE TOBACCO 25G,198802,200201,43709
320203,HAND ROLLING TOBACCO 25GM 3,199601,199601,347
320204,HAND ROLLING TOBACCO 25GM 4,199601,199601,340
320205,5 CIGARS: SPECIFY BRAND,198802,202209,82958
320206,HAND ROLLING TOBACCO PACK 30GM,199602,202209,43796
410101,PRIV RENTD UNFURNISHD PROPERTY,199502,201212,125853
410103,PRIVATE RENTED FURNISHED PRPTY,199502,201212,115231
410502,PLUMBER-REPLACE 2 PILLAR TAPS,198802,199812,20137
410504,ELECTRICIAN-ADD 13 AMP SOCKET,198802,199812,20078
410507,DECORATORS' CHARGES,199601,199601,148
410508,PLUMBER-DAYTIME HOURLY RATE,199002,202209,74467
410509,ELECTRICIAN-DAYTIME RATE/HOUR,199002,202209,78048
410510,DECORATORS CHARGES (1 HOUR),199601,199601,149
410513,DIY EQUIPMENT HIRE,199502,199701,5099
410514,DECORATOR-HANGING WALLPAPER,199602,200101,9110
410515,DECORATOR-PAINT EXT HOUSEFRONT,199602,200101,9054
410516,GAS SERVICE CHARGE LOCAL,199702,201301,137505
410517,DECORATOR-DAILY RATE;SPEC HRS,200102,202209,47601
410518,CARPENTER HOURLY RATE,200502,202209,33307
410602,READY-MIXED FILLER-INT USE,198802,202209,73265
410603,WALLPAPER PASTE,198802,201401,58998
410604,WALLPAPER (1),198802,199701,20109
410605,PAINT-EMULSION-WHITE-2.5-5LTR,198802,201501,59620
410607,PAINT BRUSH-2INCH/5CM WIDTH,198802,202209,74305
410610,POWER POINT-DOUBLE SOCKET,198802,201601,60273
410611,DOOR HANDLE-PACK FOR ONE DOOR,198802,202209,66563
410613,WOOD CHISEL  3/4 INS,198802,199701,20692
410614,POWER DRILL-HAMMER ACTION,198802,202209,67053
410618,HARDBOARD-SHEET,199102,201101,34311
410619,SOFTWOOD-1.6M-2.4M LENGTH,199102,202001,50561
410620,WALLPAPER-PER ROLL,199202,200501,27526
410621,VARNISH-CLEAR GLOSS-750ML-1LTR,199302,202209,59748
410622,GLOSS PAINT-WHITE 750ML-2.5LTR,199402,201601,46306
410623,HIRE DOM STEAM WLPAPR STRIPPER,199702,200901,31399
410624,WALLPAPER-WHITE-TEXTURED/BLOWN,199702,200501,12185
410625,SCREWDRIVER,199702,202209,52689
410626,CERAMIC TILE PLAIN BOX OF 6-44,199702,201501,26665
410627,STEP LADDER SPEC NO OF STEPS,200202,201201,18518
410628,PAIR OF BASIN TAPS (NOT MIXER),200202,201301,15124
410629,WALLPAPER PER ROLL,200502,202209,24593
410630,WOODSCREWS - STEEL/ZINC PLATED,200602,201501,15031
410631,SHOWER HEAD,200702,202209,29813
410632,HIRE OF DOMES CARPET CLEANER,200902,202209,18686
410633,MDF,201102,202209,19759
410636,PAINT EMUL NOT WHITE 2.5-5LT,201502,201601,2351
410637,CERAMI TILES 15X15-25X50CM BOX,201502,202209,12535
410638,WOODSCREWS STEEL/ZIN PLATED PK,201502,202209,13091
410639,PAINT GLOSS/EMUL 750ML-2.5LTR,201602,202209,15037
420101,COAL-HOUSEHOLD BEST QUAL 50KG,198802,202201,57583
420102,COAL -HOUSEHOLD-GROUP C-50KG,198802,199801,19954
420103,SMOKELESS FUEL 50KG,198802,202209,62155
420104,SMOKELESS FUEL-OPEN FIRE-50KG,198802,200001,27144
420405,KEROSENE - 1000L DELIVERED,199902,202209,36036
430101,DOUBLE WARDROBE,198802,202209,109362
430102,HEADBOARD-FOR DOUBLE BED-WIDTH,198802,199812,33257
430103,SETTEE-UPHOLSTERED-3-SEATER,198802,200501,46369
430104,ARMCHAIR -UPHOLSTERED,198802,202209,100146
430105,DINING ROOM TABLE-EXTENDABLE,198802,199812,29908
430106,DINING ROOM CHAIR-WITHOUT ARMS,198802,199812,31965
430108,DOUBLE BED-WIDTH APPROX 135CM,198802,202201,106748
430110,BEDSIDE CABINET,198802,200601,54856
430117,COT-DROPSIDE-EXCLUDING BEDDING,198903,199812,25280
430118,SINK-SINGLE DRAINER 1-1.5 BOWL,198903,201701,63589
430119,KITCH BASE UNIT WIDTH 800-1000,198903,202209,66880
430120,COFFEE TABLE,198903,202209,101599
430121,DOUBLE WARDROBE,199702,199801,2907
430122,SINGLE BED-WIDTH 90CM/3FT,199702,202201,75266
430123,DINING ROOM TABLE,199702,200601,25945
430124,3-PIECE UPHOLSTERED SUITE,199702,200401,18988
430125,COFFEE TABLE -2,199702,199801,2984
430126,KITCHEN WALL UNIT SELF ASSMBLY,199702,200101,9579
430127,CHEST OF DRAWERS,199802,202209,78821
430128,NEST OF TABLES,199802,200101,8172
430129,DINING ROOM TABLE & 4-6 CHAIRS,199902,201701,55767
430130,DESK (EG HOME OFFICE/COMPUTER),200102,200301,5838
430131,PLASTIC PATIO SET,200203,200408,1322
430132,MATTRESS- 3FT/90CM,200302,202209,53224
430133,BOOKCASE/FREESTAND SHELV UNIT,200302,202209,48319
430135,3 PIECE NON-LEATHER SUITE,200402,201901,41484
430136,PATIO TABLE & CHAIRS-SEASONAL,200506,202208,9749
430137,LEATHER SETTEE,200502,202209,40420
430138,HOME OFFICE DESK,200602,202209,25365
430139,KITCH WALL UNIT WIDTH 800-1000,201302,202209,17340
430140,SOFA BED,198802,202209,85568
430141,DINING TABLE & 2-6 CHAIRS,201702,202209,18475
430142,HIGH CHAIR,201802,202209,8936
430143,"SETTEE,NON LEATHER - SEE HELP",201902,202209,12234
430144,BED ADULT SPECIFY SIZE,202202,202209,2344
430202,"VINYL FLOOR COVERING, SQ M",198802,200301,43226
430203,CARPET AXMINSTER/WILTON SQ M,199601,200801,37769
430204,CARPET-TUFTED PER SQ M,198802,201401,75966
430206,"CURTAINS READY MADE, SPEC SIZE",198802,201801,83422
430211,DUVET-DOUBLE TOG 10-13.5,198802,202209,106014
430213,MATTRESS-90CM-INTERIOR SPRUNG,198802,200301,81418
430214,HAND TOWEL,198903,200101,35211
430215,WASHABLE CARPET PER SQ M,198903,200801,53168
430216,DUVET COVER,199102,202209,109604
430219,SHOWER CURTAIN,199402,200201,21156
430220,"SHOWER CURTAIN, APPROX 72 X 72",199601,199601,228
430221,PACK OF VINYL FLOOR TILES-SPEC,199702,199801,255
430222,CARPET-TUFTED PER SQ M,199702,200901,35547
430223,BEACH TOWEL,199702,200101,8745
430224,FITTED BED SHEET,199702,202209,96002
430225,PACK OF VINYL FLOOR TILES,199802,200001,2388
430226,FLOOR RUG,200002,201701,44960
430227,LAMINATE FLOORING PER SQ M,200102,202201,62324
430228,BATH SHEET,200102,202209,72364
430229,FABRIC ROLLER BLIND 120-180CM,200202,202209,46121
430230,CARPET -AXMINSTER(MIN 80% WOOL,200802,202101,31492
430231,HARDWOOD FLOORING PER SQ MT,200902,201201,5263
430232,HARDWOOD FLOORING,201202,201401,4612
430233,CARPET TUFTED 100% MANMADE FIB,201402,202209,23693
430234,CARPET TUFTED MIN 80% WOOL FIB,201402,202209,23268
430235,FLOOR RUG STATE SIZE & MATERIA,201702,202209,22012
430236,CURTAINS READY MADE SP'FY SIZE,201802,202209,12130
430237,LUXURY VINYL TILE PER SQ M,202102,202209,4118
430304,ELECTRIC COOKER,198802,202209,65655
430305,AUTO WASHING MACHINE-NO DRYER,198802,200401,38133
430306,ELECTRIC FRIDGE/FREEZER,198802,200501,38340
430307,ELECTRIC KETTLE - 1.5-1.7L,198802,202209,97570
430308,ELECTRIC HAIRDRYER,199601,199601,207
430311,MICROWAVE (STATE IF COMBINED),198802,200801,46225
430312,TELEPHONE-HOME USE-NOT MOBILE,198802,200201,28166
430313,TUMBLE DRYER,199601,199601,194
430314,DISH WASHER-12 PLACE SETTING,199102,200401,31150
430315,SMOKE ALARM-STANDARD SINGLE,199702,200501,16292
430316,COMB ANS MACHINE & TELEPHONE,199802,200201,7365
430317,ELECTRIC IRON,199601,202209,62487
430318,TOASTER-2 SLICES,199902,200401,11996
430319,FOOD PROCESSOR-STANDARD-1 BOWL,199902,200501,12634
430321,ELECTRIC RAZOR,199902,202209,34810
430322,TABLE LAMP,200102,202209,68892
430323,PHONE NT MOBILE(SPEC DIG/ANAL),200202,202209,41280
430324,FIXED TELEPHONE,200202,200301,1841
430325,ELECTRIC HEATER,200402,201301,11153
430326,ELECTRIC SHOWER UNIT,200402,200612,1848
430327,VACUUM CLEANER-UPRIGHT,198802,200501,43071
430328,AUTOMATIC WASHING MACHINE,200402,200501,2483
430329,DISHWASHER (12 PLACE SETTING),200402,200501,2125
430330,FRIDGE/FREEZER - 2005,200502,200601,2064
430331,VACUUM CLEANER - 2005,200502,200601,2229
430332,WASHING MACHINE - 2005,200502,200601,2303
430333,DISHWASHER - 2005,200502,200901,6563
430335,HAIR DRYER,199902,201001,21602
430336,FRIDGE/FREEZER - 2006,200602,200612,1849
430337,VACUUM CLEANER - 2006,200602,200612,2028
430338,WASHING MACHINE - 2006,200602,200612,2012
430339,ELECTRIC COOLING FAN,200702,201301,7475
430340,FRIDGE/FREEZER - 2007,200702,200801,1764
430341,VACUUM CLEANER - 2007,200702,200801,1933
430342,WASING MACHINE - 2007,200702,200801,1677
430344,FRIDGE/FREEZER - 2008,200802,200901,2187
430345,VACUUM CLEANER - 2008,200802,200901,2344
430346,WASHING MACHINE - 2008,200802,200901,2084
430347,ELECTRIC FRIDGE FREEZER 2009,200902,201001,1755
430348,VACUUM CLEANER 2009,200902,201001,2171
430349,AUTOMATIC WASHING MACHINE 2009,200902,201001,2076
430350,DISHWASHER 12 SETTING RS 09/10,200902,201101,3984
430351,ELECTRIC HAIR STYLING APP,201002,202209,35472
430352,FRIDGE FREEZER RS 2010-11,201002,201501,10591
430353,VACUUM CLEANER 2010,201002,201101,2454
430354,WASHING MACHINE RS 2010-11,201002,201501,10712
430355,VACUUM CLEANER,201102,202209,36942
430356,DISH WASHER 12-15 PLACE SET,201102,202209,33561
430358,ELECTRIC HEATER -SEASONAL,201302,202203,12774
430359,ELECTRIC COOLING FAN -SEASONAL,201304,202209,9845
430361,WASHING MACH NO DRYER MAX 1800,201502,202209,22528
430362,FRIDGE/FREEZER SPEC CAPACITIES,201502,202209,21837
430363,ELECTRIC TOOTHBRUSH,201902,202209,15945
430404,GLASS TUMBLER,198802,200401,35028
430405,GLASS OVENWARE CASSEROLE DISH,198802,201201,49452
430407,"SMALL SAUCEPAN,MILK",198802,202209,71442
430408,TABLE KNIFE-STAINLESS STEEL,198802,200101,28501
430409,SCISSORS - HOUSEHOLD,198802,202209,68476
430410,WASHING-UP BOWL,198802,199701,22989
430413,GAS FIRE,198903,202209,29498
430414,GAS COOKERS-SPECIFY MAKE & MOD,198903,202209,43730
430415,MUG-EARTHENWARE OR CHINA,199402,200501,27072
430416,SMOKE ALARM,199502,199701,8286
430417,BREAD BIN,199602,200101,8235
430418,PLASTIC FOOD STORAGE CONTAINER,199702,202209,48649
430419,STAINLESS STEEL CUTLERY SET,200102,202209,51247
430420,CROCKERY SET;SPECIFY CONTENTS,200102,201901,33639
430421,CRYSTAL WINE GLASS,200202,200401,3870
430422,PLAIN GLASS TUMBLER,200402,202209,35344
430423,FRYING PAN 24-30CM,200502,202209,42221
430424,"BAKEWARE, METAL, TRAY/ROASTING",201902,202209,13699
430425,"DINNER PLATE, APPROX DIAMETER",201902,202209,11783
430501,WRITING PAPER PAD-20-50SHEEETS,198802,200501,48632
430503,BALL POINT,198802,202209,106246
430505,ALUMIN COOKING FOIL 290-300MM,198802,202209,63434
430507,WASHING UP LIQUID 380-900ML,198802,202209,88056
430509,HOUSEHOLD CLEANER CREAM/LIQUID,198802,202209,86263
430510,TOILET ROLLS (PACKET OF 2),198802,200501,36662
430511,ELECTRIC PLUG-13 AMP-FUSED,198802,199801,26968
430513,DRYCELL BATTERY-PACK OF 4,198802,201801,70790
430515,PACKET OF ENVELOPES,198903,201901,89020
430516,DISH WASHER LIQUID  1 LITRE,199102,199701,12703
430517,LIGHT BULB-PACK OF 2-SPECIFY W,199302,199801,9993
430518,REFUSE SACK FROM PACK OF 10-20,199302,202201,50333
430519,WASHING POWDER - AUTOMATIC,199302,201901,58267
430520,WASHING MACHINE-  LIQUID,199302,200401,19013
430521,TOILET ROLLS- 8 TO 10 PACK,199402,200401,14845
430522,DISH WASHER POWDER-1KG-3KG,199702,200401,10435
430523,AIR FRESHENER AEROSOL SPRAY,199802,200301,8953
430524,LIGHT BULB,199802,202209,33439
430525,CLEAR STICKY TAPE,199902,202209,136152
430526,GREETINGS CARD; STATE CODE,200102,202209,68694
430527,A4 PRINTER PAPER (500 REAM),200802,202209,29475
430528,CLEANING CLOTHS,200202,200401,2686
430529,BLEACH 750ML,200302,202209,32792
430530,BLACK INKJET CARTRIDGE,200302,202209,60358
430531,FABRIC CONDITIONER 500ML-1.5LT,200402,202209,28431
430532,DISHWASHER TABLETS PACK OF 32,200402,200501,959
430533,KITCHEN ROLL PK OF 2-4 SPECIFY,200402,202209,28975
430534,DISHCLOTHS PACK OF 10,200402,200601,1995
430535,SHEET OF WRAPPING PAPER,200502,202209,59774
430536,TOILET ROLLS,200502,202209,31688
430537,DISHWASHER TABLETS,200502,201501,7806
430538,DISHWASHER TABLETS PACK 16-45,201502,202209,19271
430539,DRYCELL BATTERY 4 PACK EG AA,201802,202209,13253
430540,WASHING LIQUID 800ML/1.5LTR,201902,202209,9108
430541,LIGHT BULB SMART/WIFI,202102,202209,3356
430542,SURFACE WIPES ANTIBACTERIAL,202202,202209,1796
430543,BIN LINERS KITCHEN USE,202202,202209,1762
430601,DOG FOOD CAN 1,199601,199601,211
430602,CAT FOOD CAN 1,199601,199601,209
430604,DOG FOOD CAN 2,199601,199601,209
430605,CAT FOOD CAN 2,199601,199601,209
430608,DOG MIXER/MEAL,198903,200301,23787
430610,DOG BOWL - PLASTIC,199601,199601,90
430611,CAT LITTER,199402,200301,15219
430612,VET FEES-SPAY KITTEN 6 MONTHS,199402,201101,29714
430613,DOG FOOD-CAN-385-400GM,199602,202209,67215
430614,CAT FOOD-CAN-385-400GM,199602,200901,22711
430615,FLEA COLLAR FOR CAT OR DOG,199602,200201,9031
430616,DRY CAT FOOD UPTO 1KG PACK/BOX,199902,200301,6391
430617,ANIMAL CAGE (E.G FOR GERBIL),200202,202209,27604
430618,PET FLEA DROPS,200202,200601,5453
430619,COMPLETE DRY DOG FOOD 1-3KG,200302,201901,23260
430620,CAT FOOD POUCH 85-100G,200302,200501,3079
430621,ANNUAL BOOSTER INJECTION,200302,202209,36297
430622,DOG KENNEL FEES DAILY CHARGE,200302,202209,46992
430623,SMALL CAGED MAMMAL,200502,202209,20857
430624,CAT FOOD POUCH-IND-85G-100G,200902,202209,23717
430625,WILD BIRD SEED PACK 500G-2KG,201402,202209,15076
430626,"DOG TREATS,SPEC,TYPE 70-400G",201902,202209,10449
430627,PET COLLAR DOG / CAT,202202,202209,1529
440101,DOMESTIC CLEANER HOURLY RATE,198802,202209,73795
440102,WOMEN'S SHOE RPR HEEL-RUBBER,198802,200301,49430
440103,LAUNDRETTE CHARGE 1 LOAD WASH,198802,200301,40218
440104,DRY CLEANING-MAN'S SUIT,198802,202209,109615
440105,DRIVING LESSON 1 HOUR,198802,202209,100241
440110,DOG KENNEL-DAILY BOARDING FEE,198802,200301,39421
440111,CHILD-MINDER WEEKLY RATE/CHILD,199202,200101,39364
440113,WINDOW-CLEAN 3-BED SEMI,199502,202209,65877
440114,WATCH REPAIR-CLEAN AND SERVICE,199702,200901,31785
440116,WASHING MACHINE REPAIR,199902,202209,34083
440117,TV REPAIR,199902,200801,14160
440118,PC REPAIR,199902,202209,31442
440119,HOME REMOVALS (BASIC CHARGE),200102,200401,4322
440120,CHILD MINDER - HOURLY RATE,200102,202209,50598
440121,"EVENT CATERING, SET MENU, COST",200102,202209,28186
440123,HOME REMOVAL- 1 VAN,200402,202209,26113
440125,GARDENER HOURLY RATE,200502,201401,10030
440126,WEEKLY NANNY FEES,200502,202209,10739
440127,MONTHLY SELF STORAGE FEE,200502,202209,50938
440128,HOME CARE ASSISTANT HRLY RATE,200502,202209,22864
440129,PLAYGROUP FEES - PER SESSION,200602,202209,36144
440130,AFTER SCHOOL CLUB CHARGES,200602,201401,10653
440131,WATCH BATTERY REPLACEMENT,200902,202209,35430
440132,MEN'S CLOTHING HIRE- SEE HELP,201402,202209,9058
440206,NEWSPAPER ADVERT PER LINE,199502,200101,10239
440215,HOUSE CONVEYANCING,199702,200401,40990
440217,FULL STRUCTURAL SURVEY FOR RES,199502,199801,6333
440226,HOME-BUYERS SURVEY-RSDNTL PPTY,199802,202209,58933
440227,FUNERAL-CREMATION,199802,202209,82466
440232,NURSERY FEES: CHILD 0-4,200102,202209,39226
440233,NEWSPAPER AD NON TRADE 20 WORD,200102,202108,31653
440240,BASIC WILL FOR A SINGLE PERSON,200202,202209,23807
440249,HOUSE CONVEYANCING,200402,202209,39892
440254,HOURLY RATE FOR SOLICITOR,200502,202209,19023
510101,MENS SUIT-READY MADE,198802,202201,103617
510102,MEN'S COAT,198802,200401,26486
510104,MENS JACKET/COAT,198802,202209,110552
510105,MEN'S TROUSERS,198802,199701,33445
510106,MENS JEANS,198802,202209,122060
510107,MEN'S CARDIGAN,198802,199701,22644
510108,MEN'S JUMPER-KNITTED,198802,202209,113605
510109,MEN'S FORMAL SHIRT-LONG SLEEVE,198802,202209,126265
510110,MEN'S T-SHIRT-NO COLLAR-LONG S,198802,199801,17283
510113,MENS CASUAL S/SLEEVE TOP,199302,202209,99792
510114,MEN'S T'SUIT/JOGGING BOTTOMS,199402,199701,8246
510115,MEN'S SUIT-READY MADE -2,199702,200101,10551
510116,MEN'S BLAZER/FORMAL JACKET,199702,200301,16779
510117,MEN'S FORMAL RDY-MADE TROUSERS,199702,202209,92825
510118,MEN'S CASUAL TROUSERS,199702,202209,90479
510119,MEN'S JEANS -2,199702,200101,13045
510120,MEN'S JUMPER OR SWEATSHIRT,199702,202209,86493
510121,MEN'S CASUAL SHIRT-LONG SLEEVE,199702,201101,41090
510122,MEN'S TRACKSUIT/JOGGIN BOTTOMS,199702,202209,58016
510123,MEN'S T-SHIRT-NO COLLAR-S/SLVD,199802,200201,11579
510124,MENS SHORTS NOT SWIMWEAR,200004,202208,29328
510125,MEN'S CASUAL SHIRT,200002,200601,17656
510126,MENS BRANDED T-SHIRT,200202,202209,34599
510127,MENS OFFICIAL FOOTBALL SHIRT,200302,202209,24687
510128,MEN'S BRANDED SPORT SWEATSHIRT,200402,202209,28276
510129,MEN'S 3/4 COAT NOT JACKET,200402,200601,1948
510130,MENS 3/4 TO FULL LENGTH COAT,200602,202209,26209
510131,MENS CASUAL SHIRT,201102,202209,47731
510132,MEN'S T-SHIRT SHORT SLEEVED,201302,202209,38230
510133,MENS LOUNGEWEAR BOTTOMS,202102,202209,6138
510134,MENS FORMAL JACKET/BLAZER,202202,202209,2023
510191,RES2 Mens jeans,200502,200601,2775
510192,RES2 Mens jumper (knitted),200502,200601,2249
510193,RES2 Mens jumper or sweatshir,200502,200601,2338
510194,RES2 Mens Branded Sp Swshirt,200502,200601,958
510195,RES1 Men's jeans,200502,200509,2018
510196,RES1 Men's jumper (knitted),200502,200509,1534
510197,RES1 Men's jumper or sweatshir,200502,200509,1588
510198,RES1 Men's Branded Sp Sshirt,200502,200509,698
510201,WOMEN'S SUIT,198802,199701,21999
510202,WOMEN'S SKIRT-WINTER FABRIC-1,198802,200101,21517
510203,WOMEN'S SKIRT SUMMER FABRIC-1,198805,200008,13959
510204,WOMEN'S OVERCOAT,198802,200601,23150
510205,WOMEN'S RAINPROOF COAT/JKT,198802,200601,36532
510206,WOMENS BLOUSE/SHIRT 1,198802,202209,110751
510207,WOMENS SHORT SLEEVE TOP,199404,201508,24567
510208,WOMEN'S FORMAL JACKET,198802,202209,109179
510209,WOMEN'S DRESS-MAN MADE FIBRE-1,198802,200101,36994
510210,WOMEN'S DRESS SUMMER FABRIC-1,199404,200007,7517
510211,WOMEN'S DRESS-WINTER FABRIC-1,198802,200101,14081
510212,WOMEN'S JUMPER,198802,202209,111591
510213,WOMEN'S TROUSERS -1,198802,200101,42539
510214,WOMEN'S JEANS -1,198802,200401,46628
510215,WOMENS BASIC PLAIN T-SHIRT,198802,202209,90949
510218,WOMEN'S LEGGINGS,199402,200001,16711
510219,WOMEN'S CASUAL OUTER JACKET,199702,202209,80576
510220,WOMEN'S FRML WRK SKIRT/TROUSRS,199702,200101,13441
510221,WOMEN'S SKIRT-WINTER FABRIC-2,199702,200101,6693
510222,WOMEN'S SKIRT-SUMMER FABRIC-2,199704,200008,4897
510223,WOMEN'S LONG SLV TOP-NT BLOUSE,199702,202209,80657
510224,WOMEN'S SHT SLV TOP NOT BLOUSE,199702,200201,14621
510225,WOMEN'S CAS OUTER JKT-FLEECE,199702,201101,31541
510226,WOMEN'S DRESS-MAN-MADE FIBRE-2,199702,200101,11701
510227,WOMEN'S DRESS SUMMER FABRIC -2,199704,200007,4233
510228,WOMEN'S DRESS-WINTER FABRIC-2,199702,200001,3622
510229,WOMEN'S JUMPER -2,199702,200301,17835
510230,WOMEN'S TROUSERS -2,199702,200101,13350
510231,WOMEN'S JEANS -2,199702,200401,21192
510232,WOMEN'S LEGGINGS/SKI-PANTS,199702,200101,8888
510233,WOMEN'S CARDIGAN,199902,202209,77827
510234,WOMEN'S SHORTS,200004,200508,5114
510235,WOMEN'S TROUSERS-CASUAL,200102,202209,75617
510236,WOMEN'S TROUSERS-FORMAL,200102,202209,77483
510237,WOMEN'S SKIRT: CASUAL,200102,202209,71517
510238,WOMEN'S SKIRT: WORK/FORMAL,200102,202209,71650
510239,WOMEN'S DRESS-CASUAL 1,200102,200201,1981
510240,WOMEN'S DRESS-WORK/FORMAL 1,200102,200201,2008
510241,WOMEN'S PARTY DRESS,200102,200601,8213
510242,WOMEN'S SKIRT-CASUAL 2,200102,200301,5663
510243,WOMEN'S SKIRT-WORK/FORMAL 2,200102,200301,5593
510244,WOMEN'S VEST/STRAPPY TOP,200102,202209,67097
510245,WOMENS DRESS -CASUAL/FORMAL,200202,202209,65020
510246,WOMENS SHORT SLEEVE SPORTS TOP,200202,202209,44255
510248,WOMEN'S JEANS- OWN BRAND,200402,202209,58278
510249,WOMEN'S JEANS- BRANDED,200402,202209,36364
510250,WOMEN'S COAT - SEE HELP SCREEN,200602,202209,31603
510251,WOMEN'S PREMIUM BRANDED DRESS,200602,201101,5063
510252,WOMEN'S CASUAL TROUSERS 2,200602,202101,53815
510254,WOMENS SPORTSWEAR SHORTS,200602,202209,33946
510256,WOMEN'S SHOWERPROOF JACKET,200602,202209,29235
510257,WOMENS BLOUSE / SHIRT 2,201102,202209,47331
510258,WOMENS LEGGINGS FULL LENGTH,201602,202209,25215
510259,WOMENS SHORT SLEEVE FORMAL TOP,201602,202209,25833
510260,WOMENS EXERCISE LEGGINGS,201802,202209,13490
510261,WOMEN'S SWEATSHIRT,199402,202209,18976
510291,RES2 Womens jumper,200502,200601,2211
510292,RES2 Womens cardigan (specify,200502,200601,2197
510293,"RES2 Womens jeans, shops own",200502,200601,2101
510294,"RES2 Womens jeans, branded",200502,200601,1873
510295,RES1 Women's jumper,200502,200509,1358
510296,RES1 Women's cardigan (specify,200502,200509,1403
510297,RES1 Women's jeans shops own,200502,200509,1521
510298,RES1 Women's jeans branded,200502,200509,1388
510301,BOY'S SHIRT,198802,200201,39016
510303,BOY'S JERSEY,198802,200101,33416
510305,BOY'S JEANS,198802,200201,40239
510306,CHILDREN'S SHORTS,199404,200108,9207
510307,GIRL'S SKIRT -HEAVY MATERIAL,198802,200101,24777
510308,GIRL'S SKIRT SUMMER FABRIC,198805,200007,7549
510309,GIRL'S DRESS -HEAVY MATERIAL,198802,200101,21766
510310,GIRL'S DRESS SUMMER FABRIC,199404,200007,6876
